_id,ltable_id,rtable_id,ltable_title,ltable_cuisine,ltable_phone,ltable_feature,ltable_zipcode,ltable_street_addr,rtable_title,rtable_cuisine,rtable_phone,rtable_feature,rtable_zipcode,rtable_street_addr,gold,true_gold,ltable_title,rtable_title,ltable_street_addr,rtable_street_addr,Add_match,street_match,phone_match,Zip_match,redudant
756,1532,328,panchita's 16th, mexican,4154314232,na,94103,3091 16th street,panchitaâ€°Ã›Â¡ÃŒÃùÃ¥Â»s restaurant no 2," salvadoran,mexican",4154314232,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice, caters",94103,3091 16th street,1,1,panchita's 16th,panchitaâ€°Ã›Â¡ÃŒÃùÃ¥Â»s restaurant no 2,3091 16th street,3091 16th street,TRUE,FALSE,TRUE,,
760,1535,805,darbar restaurant," indian,middle eastern,pakistani",4153591236," delivery, takeout, seating, waitstaff, reservations",94109,1412 polk street,darbar restaurant," indian,pakistani,caterers",4153591236,"reservations, delivery, takeout, creditcard, goodforkids, goodforgroups, outdoorseating, waiterservice",94109,1412 polk street,1,1,darbar restaurant,darbar restaurant,1412 polk street,1412 polk street,TRUE,TRUE,TRUE,,
761,1536,1087,kazan, sushi,4152822001, waitstaff,94110,2809 24th street,kazan," japanese,sushi bars,soup",4152822001,"reservations, takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice, caters",94110,2809 24th street,1,1,kazan,kazan,2809 24th street,2809 24th street,TRUE,TRUE,TRUE,,
763,1538,1188,occidental cigar club," bar,pub",420328, seating,94104,476 pine street,the occidental cigar club," bars,tobacco shops",4158340485,"creditcard, goodforgroups, hastv",94104,471 pine street,1,1,occidental cigar club,the occidental cigar club,476 pine street,471 pine street,FALSE,FALSE,FALSE,,
766,154,885,in-n-out burger," american,fast food",8007861000," takeout, seating, highchairs available, wheelchair accessible",94133,333 jefferson street,in-n-out burger," fast food,burgers",8007861000,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating",2725,na,1,1,in-n-out burger,in-n-out burger,333 jefferson street,na,FALSE,TRUE,TRUE,,
767,1542,437,ambrosia bakery, american,4153345305,na,94132,2605 ocean avenue,ambrosia bakery," bakeries,sandwiches,patisserie/cake shop",4153345305,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, caters",94132,2605 ocean avenue,1,1,ambrosia bakery,ambrosia bakery,2605 ocean avenue,2605 ocean avenue,TRUE,TRUE,TRUE,,
768,1543,952,inovino,na,4156813770,na,94117,108b carl street,inovino," italian,wine bars",4156813770,"reservations, takeout, creditcard, bikeparking, goodforgroups, outdoorseating, waiterservice",94117,108b carl street,1,1,inovino,inovino,108b carl street,108b carl street,TRUE,TRUE,TRUE,,
776,1547,193,castro tarts," asian,vietnamese,american",4158613268," takeout, seating, wheelchair accessible",94114,564 castro street,castro tarts," vietnamese,breakfast & brunch,sandwiches",4158613268,"takeout, creditcard, bikeparking, goodforkids",94114,564 castro street,1,1,castro tarts,castro tarts,564 castro street,564 castro street,TRUE,TRUE,TRUE,,
777,1548,393,pho tan hoa," asian,vietnamese",6509471290," takeout, seating, waitstaff",94102,431 jones street between antonio street & ellis street,pho tan hoa," vietnamese,noodles",4156733163,"takeout, goodforkids, goodforgroups, hastv, waiterservice",94102,431 jones street,1,1,pho tan hoa,pho tan hoa,431 jones street between antonio street & ellis street,431 jones street,FALSE,TRUE,FALSE,TRUE,
778,155,972,kitchen story," american,asian,fusion,gluten free options",4155254905," takeout, reservations, seating, waitstaff, wheelchair accessible, serves alcohol, outdoor seating, highchairs available",94114,3499 16th street,kitchen story," breakfast & brunch,asian fusion,american (new)",4155254905,"reservations, delivery, takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, waiterservice, caters",94114,3499 16th street,1,1,kitchen story,kitchen story,3499 16th street,3499 16th street,TRUE,TRUE,TRUE,,
779,1550,1743,infusion lounge, fusion,4154218700," serves alcohol, reservations, waitstaff",94102,124 ellis street,infusion lounge," dance clubs,bars,pan asian",4154218700,"reservations, creditcard, goodforgroups, waiterservice",94102,124 ellis street,1,1,infusion lounge,infusion lounge,124 ellis street,124 ellis street,TRUE,TRUE,TRUE,,
781,1551,272,boba guys,na,4159672622,na,94110,3491 19th street,boba guys," coffee & tea,bubble tea",4159672622,"takeout, creditcard, bikeparking, outdoorseating",94110,3491 19th street,1,1,boba guys,boba guys,3491 19th street,3491 19th street,TRUE,TRUE,TRUE,,
789,1552,533,the bird, fast food,4158729825," reservations, serves alcohol, wine and beer",94105,115 new montgomery street,the bird," chicken shop,sandwiches",4158729825,"takeout, creditcard, bikeparking, goodforkids",94105,115 new montgomery street,1,1,the bird,the bird,115 new montgomery street,115 new montgomery street,TRUE,TRUE,TRUE,,
807,1560,804,them ky," chinese,asian,vietnamese",4154418525,na,94109,717 ellis street,them ky, vietnamese,4154418525,"takeout, goodforkids, goodforgroups, hastv, waiterservice",94109,717 ellis street,1,1,them ky,them ky,717 ellis street,717 ellis street,TRUE,TRUE,TRUE,,
808,1564,326,sing sing sandwich shop,na,4158855159,na,94109,309 hyde street,sing sing sandwich shop," sandwiches,vietnamese",4158855159,"takeout, bikeparking, goodforkids, goodforgroups, hastv",94109,309 hyde street,1,1,sing sing sandwich shop,sing sing sandwich shop,309 hyde street,309 hyde street,TRUE,TRUE,TRUE,,
809,1567,987,liquid gold," bar,pub",4156605142,na,94109,1040 hyde street,liquid gold, beer bar,4156605142,"reservations, creditcard, goodforgroups, hastv",94109,1040 hyde street,1,1,liquid gold,liquid gold,1040 hyde street,1040 hyde street,TRUE,TRUE,TRUE,,
810,1568,13,the sandwich place,na,4154313811,na,94110,2029 mission street,the sandwich place, sandwiches,4154313811,"takeout, creditcard, bikeparking, goodforkids, outdoorseating, caters",94110,2029 mission street,1,1,the sandwich place,the sandwich place,2029 mission street,2029 mission street,TRUE,TRUE,TRUE,,
811,157,1416,a16," italian,pizza, wine bar",4157712216," reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar, takeout",94123,2355 chestnut street,a16," italian,pizza",4157712216,"reservations, creditcard, bikeparking, goodforgroups, waiterservice, caters",94123,2355 chestnut street,1,1,a16,a16,2355 chestnut street,2355 chestnut street,TRUE,TRUE,TRUE,,
812,1571,1104,bel,na,4152061000,na,94110,3215 mission street,bel," belgian,bars,modern european",4152061000,"reservations, takeout, creditcard, bikeparking, goodforgroups, waiterservice",94110,3215 mission street,1,1,bel,bel,3215 mission street,3215 mission street,TRUE,TRUE,TRUE,,
815,1572,935,l'emigrante wine bistro, eastern european,4158634777,na,94110,2199 mission street,lâ€°Ã›Â¡ÃŒÃùÃ¥Â»emigrante wine bar &amp; bistro," wine bars,sandwiches,tapas/small plates",4158634777,"creditcard, bikeparking, goodforgroups, outdoorseating, waiterservice, caters",94110,2199 mission street,1,1,l'emigrante wine bistro,lâ€°Ã›Â¡ÃŒÃùÃ¥Â»emigrante wine bar &amp; bistro,2199 mission street,2199 mission street,TRUE,FALSE,TRUE,,
817,1578,214,cafe la flore no 2,na,4155046798,na,94122,1340 irving street,cafe la flore," sandwiches,cafes,salad",4155046798,"takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, hastv",94122,1340 irving street,1,1,cafe la flore no 2,cafe la flore,1340 irving street,1340 irving street,TRUE,FALSE,TRUE,,
819,1580,2267,sasaki, sushi,4153518202, reservations,94110,2400 harrison street,sasaki," sushi bars,japanese",4158298997,"reservations, creditcard, waiterservice",94110,2400 harrison street,1,1,sasaki,sasaki,2400 harrison street,2400 harrison street,TRUE,TRUE,FALSE,,
820,1581,260,taqueria guadalajara, mexican,4154695480,na,94112,4798 mission street,taqueria guadalajara, mexican,4154695480,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv",94112,4798 mission street,1,1,taqueria guadalajara,taqueria guadalajara,4798 mission street,4798 mission street,TRUE,TRUE,TRUE,,
827,1592,45,dinosaurs vietnamese sandwiches," asian,vietnamese,fast food",4155031421," takeout, seating",94114,2275 market street ste h,dinosaurs," vietnamese,sandwiches",4155031421,"takeout, creditcard, bikeparking, goodforkids, outdoorseating",94114,2275 market street,1,1,dinosaurs vietnamese sandwiches,dinosaurs,2275 market street ste h,2275 market street,FALSE,FALSE,TRUE,,
831,1593,586,george's zoo liquor deli,na,4156643215,na,94116,2560 sloat boulevard,georgeâ€°Ã›Â¡ÃŒÃùÃ¥Â»s zoo liquor deli," beer, wine & spirits,sandwiches",4156643215,"takeout, creditcard, bikeparking, goodforkids",94116,2560 sloat boulevard,1,1,george's zoo liquor deli,georgeâ€°Ã›Â¡ÃŒÃùÃ¥Â»s zoo liquor deli,2560 sloat boulevard,2560 sloat boulevard,TRUE,FALSE,TRUE,,
832,1598,336,ace's," bar,pub",4156730644," seating, television, wheelchair accessible, parking available, street parking, free off-street parking, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi",94109,998 sutter street,aceâ€°Ã›Â¡ÃŒÃùÃ¥Â»s, bars,4156730644,"reservations, creditcard, bikeparking, goodforgroups, hastv",94109,998 sutter street,1,1,ace's,aceâ€°Ã›Â¡ÃŒÃùÃ¥Â»s,998 sutter street,998 sutter street,TRUE,FALSE,TRUE,,
852,1599,202,flying pig bistro pub, pub,4159341234,na,94103,433 s van ness avenue,flying pig bistro pub," sandwiches,pubs,sports bars",4159341234,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, caters",94103,433 s van ness avenue,1,1,flying pig bistro pub,flying pig bistro pub,433 s van ness avenue,433 s van ness avenue,TRUE,TRUE,TRUE,,
874,1600,1428,indigo," american, contemporary",4156739353," reservations, seating, waitstaff, serves alcohol",94102,687 mcallister street,indigo, american (new),4156739353,"reservations, creditcard, goodforgroups, waiterservice",94102,687 mcallister street,1,1,indigo,indigo,687 mcallister street,687 mcallister street,TRUE,TRUE,TRUE,,
885,1608,1913,whole foods market potrero hill, american,4155521155," takeout, buffet",94107,450 rhode island street,whole foods market potrero," grocery,health markets,organic stores",4155521155,"takeout, creditcard, applepay, bikeparking, caters",94107,450 rhode island,1,1,whole foods market potrero hill,whole foods market potrero,450 rhode island street,450 rhode island,FALSE,FALSE,TRUE,,
894,161,1279,bourbon and branch,na,4153461735," reservations, seating, waitstaff, serves alcohol, full bar",94102,"501 jones street look for the unmarked ""anti saloon league"" door.",bourbon &amp; branch," cocktail bars,venues & event spaces,speakeasies",4153461735,"reservations, creditcard, goodforgroups",94102,501 jones street,1,1,bourbon and branch,bourbon &amp; branch,"501 jones street look for the unmarked ""anti saloon league"" door.",501 jones street,FALSE,FALSE,TRUE,,
895,1611,741,cafe xo, cafe,4158263535, seating,94131,1799 church street,cafe xo," coffee & tea,sandwiches",4158263535,"takeout, creditcard, bikeparking, goodforkids, outdoorseating, hastv",94131,1799 church street,1,1,cafe xo,cafe xo,1799 church street,1799 church street,TRUE,TRUE,TRUE,,
938,1617,429,mega mouth burgers & beers, american,4158214821, seating,94110,3392 24th street,big mouth burgers, burgers,4158214821,"takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv",94110,3392 24th street,1,1,mega mouth burgers & beers,big mouth burgers,3392 24th street,3392 24th street,TRUE,FALSE,TRUE,,
939,1618,103,tacorea,na,4158851325,na,94108,809 bush street,tacorea," mexican,korean,latin american",4158851325,"takeout, creditcard, applepay, bikeparking, goodforkids, outdoorseating, hastv",94108,809 bush street,1,1,tacorea,tacorea,809 bush street,809 bush street,TRUE,TRUE,TRUE,,
955,1622,1220,luisa's pizza and pasta," italian,pizza",4155634043," delivery, takeout, reservations, seating, waitstaff, wheelchair accessible, serves alcohol, wine and beer, accepts mastercard, accepts visa",94109,1550 california street,luisaâ€°Ã›Â¡ÃŒÃùÃ¥Â»s pizza and pasta," italian,wine bars,pizza",4155634043,"reservations, takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, waiterservice",94109,1550 california street,1,1,luisa's pizza and pasta,luisaâ€°Ã›Â¡ÃŒÃùÃ¥Â»s pizza and pasta,1550 california street,1550 california street,TRUE,FALSE,TRUE,,
957,1624,706,taqueria castillo b," mexican,spanish",4154311092,na,94102,86 mcallister street,taqueria castillo b, mexican,4154311092,"takeout, goodforkids, goodforgroups, hastv",94102,86 mcallister street,1,1,taqueria castillo b,taqueria castillo b,86 mcallister street,86 mcallister street,TRUE,TRUE,TRUE,,
963,1629,117,guerra quality meats, steakhouse,4155640585,na,94116,490 taraval street,guerra quality meats," meat shops,delis,grocery",4155640585,"takeout, creditcard, goodforkids, caters",94116,490 taraval street,1,1,guerra quality meats,guerra quality meats,490 taraval street,490 taraval street,TRUE,TRUE,TRUE,,
964,163,1281,octavia," american,gluten free options",4154087507," reservations, seating, waitstaff, wheelchair accessible, serves alcohol",94109,1701 octavia street,octavia, american (new),4154087507,"reservations, creditcard, bikeparking, waiterservice",94109,1701 octavia street,1,1,octavia,octavia,1701 octavia street,1701 octavia street,TRUE,TRUE,TRUE,,
965,164,2246,spruce," american,gluten free options",4159315100," reservations, private dining, seating, waitstaff, wheelchair accessible, serves alcohol, full bar, valet parking",94118,3640 sacramento street,spruce, american (traditional),4159315100,"reservations, takeout, creditcard, goodforgroups, waiterservice, caters",94118,3640 sacramento street,1,1,spruce,spruce,3640 sacramento street,3640 sacramento street,TRUE,TRUE,TRUE,,
966,1642,1236,prubechu,na,4159523654," reservations, waitstaff",94110,2847 mission street,prubechu," asian fusion,seafood",4159523654,"reservations, takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice",94110,2847 mission street,1,1,prubechu,prubechu,2847 mission street,2847 mission street,TRUE,TRUE,TRUE,,
967,1643,208,the salad place, american,101726,na,3182,400 london street,the salad place," american (traditional),sandwiches,salad",4153334030,"reservations, takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice, caters",94112,400 london street,1,1,the salad place,the salad place,400 london street,400 london street,TRUE,TRUE,FALSE,,
968,1644,372,choice yakiniku,na,4152069755,na,272,diamond heights shopping ctr 5214-a diamond heights boulevard,choice yakiniku, japanese,4152069755,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice",94131,diamond heights shopping ctr,1,1,choice yakiniku,choice yakiniku,diamond heights shopping ctr 5214-a diamond heights boulevard,diamond heights shopping ctr,FALSE,TRUE,TRUE,,
972,165,1340,bix," american,soups, contemporary",4154336300," reservations, seating, waitstaff, valet parking, serves alcohol, full bar, wheelchair accessible",94133,56 gold street,bix," american (traditional),bars,music venues",4154336300,"reservations, creditcard, bikeparking, goodforgroups, waiterservice",94133,56 gold street,1,1,bix,bix,56 gold street,56 gold street,TRUE,TRUE,TRUE,,
973,1650,157,cafe seventy8, american,208758,na,94110,78 29th street bernal heights,cafe seventy8, coffee & tea,4159702233,"takeout, creditcard, bikeparking, outdoorseating",94110,78 29th street,1,1,cafe seventy8,cafe seventy8,78 29th street bernal heights,78 29th street,FALSE,TRUE,FALSE,TRUE,
976,1652,704,tyger's, diner,4152394060, waitstaff,94131,2798 diamond street,tygerâ€°Ã›Â¡ÃŒÃùÃ¥Â»s," diners,breakfast & brunch",4152394060,"takeout, bikeparking, goodforkids, goodforgroups, waiterservice",94131,2798 diamond street,1,1,tyger's,tygerâ€°Ã›Â¡ÃŒÃùÃ¥Â»s,2798 diamond street,2798 diamond street,TRUE,FALSE,TRUE,,
977,1655,194,caffe ambrosia," american,cafe,healthy",4153620538, outdoor seating,94104,14 trinity pl,caffe ambrosia," ice cream & frozen yogurt,coffee & tea,juice bars & smoothies",4153620538,"takeout, bikeparking, outdoorseating",94104,14 trinity pl,1,1,caffe ambrosia,caffe ambrosia,14 trinity pl,14 trinity pl,TRUE,TRUE,TRUE,,
978,1656,107,zaytoon,na,4158241787,na,94110,1136 valencia street,zaytoon mediterranean wraps," mediterranean,sandwiches",4158241787,"takeout, creditcard, applepay, bikeparking, goodforkids, outdoorseating, hastv, caters",94110,1136 valencia street,1,1,zaytoon,zaytoon mediterranean wraps,1136 valencia street,1136 valencia street,TRUE,FALSE,TRUE,,
1021,1661,1184,big chef tom's belly burgers,na,4155131331,na,94103,1550 howard street,big chef tomâ€°Ã›Â¡ÃŒÃùÃ¥Â»s belly burgers, burgers,4155131331,"delivery, takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, hastv, caters",94103,1550 howard street,1,1,big chef tom's belly burgers,big chef tomâ€°Ã›Â¡ÃŒÃùÃ¥Â»s belly burgers,1550 howard street,1550 howard street,TRUE,FALSE,TRUE,,
1023,1663,1314,nomica,na,4156553280,na,3859,2223 market street,nomica," japanese,cocktail bars,wine bars",4156553280,"reservations, creditcard, goodforgroups, waiterservice, caters",94114,2223 market street,1,1,nomica,nomica,2223 market street,2223 market street,TRUE,TRUE,TRUE,,
1024,1664,1191,velvet cantina, mexican,4156484142," seating, waitstaff, takeout, reservations",94110,3349 23rd street,velvet cantina," mexican,bars",4156484142,"reservations, takeout, creditcard, bikeparking, goodforgroups, waiterservice",94110,3349 23rd street,1,1,velvet cantina,velvet cantina,3349 23rd street,3349 23rd street,TRUE,TRUE,TRUE,,
1028,1671,9,cheese boutique, delicatessen,120287,na,94131,666 chenery street,cheese boutique," cheese shops,sandwiches,delis",4153333390,"takeout, creditcard, bikeparking, goodforkids",94131,660 chenery street,1,1,cheese boutique,cheese boutique,666 chenery street,660 chenery street,FALSE,TRUE,FALSE,TRUE,
1033,1674,530,greenhouse cafe,na,4158299140,na,94127,329 w portal avenue,greenhouse cafe," coffee & tea,cafes,tea rooms",4157425545,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating",94127,329 w portal avenue,1,1,greenhouse cafe,greenhouse cafe,329 w portal avenue,329 w portal avenue,TRUE,TRUE,FALSE,,
1038,1677,22,ted's market,na,4155520309,na,94103,1530 howard street,teds market," delis,sandwiches,caterers",4155520309,"takeout, creditcard, bikeparking, goodforkids",94103,1530 howard street,1,1,ted's market,teds market,1530 howard street,1530 howard street,TRUE,FALSE,TRUE,,
1044,1681,37,submarine center," fast food,soups",4155641455," takeout, seating, delivery",94127,820 ulloa street,submarine center, sandwiches,4155641455,"takeout, creditcard, bikeparking, goodforkids, caters",94127,820 ulloa street,1,1,submarine center,submarine center,820 ulloa street,820 ulloa street,TRUE,TRUE,TRUE,,
1051,169,1384,crustacean," seafood,asian",4157762722," reservations, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94109,1475 polk street,crustacean restaurant," asian fusion,vietnamese",4157762722,"reservations, takeout, creditcard, bikeparking, goodforgroups, waiterservice",94109,1475 polk street,1,1,crustacean,crustacean restaurant,1475 polk street,1475 polk street,TRUE,FALSE,TRUE,,
1052,169,2958,crustacean," seafood,asian",4157762722," reservations, seating, waitstaff, valet parking, wheelchair accessible, serves alcohol, full bar",94109,1475 polk street,crustacean restaurant," asian fusion,vietnamese",4157762722,"reservations, takeout, creditcard, bikeparking, goodforgroups, waiterservice",94109,1475 polk street,1,1,crustacean,crustacean restaurant,1475 polk street,1475 polk street,TRUE,FALSE,TRUE,,
1053,1693,1077,nabe,na,359270,na,94122,1325 9th avenue,nabe," hot pot,japanese",4157312658,"reservations, takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice",94122,1325 9th avenue,1,1,nabe,nabe,1325 9th avenue,1325 9th avenue,TRUE,TRUE,FALSE,,
1054,1693,2884,nabe,na,308403,na,94122,1325 9th avenue,nabe," hot pot,japanese",4157312658,"reservations, takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice",94122,1325 9th avenue,1,1,nabe,nabe,1325 9th avenue,1325 9th avenue,TRUE,TRUE,FALSE,,
1055,1694,969,lunchpad,na,4155226647,na,94102,581 hayes street,lunchpad," sandwiches,comfort food,breakfast & brunch",4155226647,"reservations, takeout, creditcard, applepay, bikeparking, goodforgroups, hastv, caters",94102,581 hayes street,1,1,lunchpad,lunchpad,581 hayes street,581 hayes street,TRUE,TRUE,TRUE,,
1063,1700,160,petite deli & picnic," american,delicatessen,soups",4153747351," accepts american express, accepts mastercard, accepts visa, free wifi, accepts discover, takeout, seating",94133,752 columbus avenue,petite deli &amp; picnic," delis,sandwiches,salad",4153747351,"takeout, creditcard, bikeparking, goodforkids, outdoorseating",94133,752 columbus avenue,1,1,petite deli & picnic,petite deli &amp; picnic,752 columbus avenue,752 columbus avenue,TRUE,FALSE,TRUE,,
1064,1701,1040,la traviata, italian,4152820500," seating, waitstaff, serves alcohol, reservations",94110,2854 mission street,la traviata, italian,4152820500,"reservations, takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice",94110,2854 mission street,1,1,la traviata,la traviata,2854 mission street,2854 mission street,TRUE,TRUE,TRUE,,
1065,1703,491,howard's cafe," cafe, diner,american",4155644723," seating, waitstaff, wheelchair accessible",94122,1309 9th avenue,howardâ€°Ã›Â¡ÃŒÃùÃ¥Â»s cafe," american (traditional),diners,breakfast & brunch",4155644723,"takeout, bikeparking, goodforkids, goodforgroups, waiterservice",94122,1309 9th avenue,1,1,howard's cafe,howardâ€°Ã›Â¡ÃŒÃùÃ¥Â»s cafe,1309 9th avenue,1309 9th avenue,TRUE,FALSE,TRUE,,
1066,1704,627,tony's cable car restraunt, american,4159312416,na,94115,2500 geray boulevard,tonyâ€°Ã›Â¡ÃŒÃùÃ¥Â»s cable car restaurant," burgers,hot dogs,sandwiches",4159312416,"takeout, bikeparking, goodforkids, outdoorseating",94115,2500 geary boulevard,1,1,tony's cable car restraunt,tonyâ€°Ã›Â¡ÃŒÃùÃ¥Â»s cable car restaurant,2500 geray boulevard,2500 geary boulevard,FALSE,FALSE,TRUE,,
1069,1709,497,the blue fig, cafe,4158759622," seating, wheelchair accessible",94110,990 valencia street,the blue fig," coffee & tea,breakfast & brunch",4158759622,"takeout, bikeparking, goodforkids, outdoorseating",94110,990 valencia street,1,1,the blue fig,the blue fig,990 valencia street,990 valencia street,TRUE,TRUE,TRUE,,
1072,1714,1074,pianofight,na,4158163691, waitstaff,94102,144 taylor street enter eddy street,pianofight," bars,american (new),performing arts",4158163691,"creditcard, bikeparking, goodforgroups",94102,144 taylor street,1,1,pianofight,pianofight,144 taylor street enter eddy street,144 taylor street,FALSE,TRUE,TRUE,,
1073,1714,2881,pianofight,na,4158163691, waitstaff,94102,144 taylor street enter eddy street,pianofight," bars,american (new),performing arts",4158163691,"creditcard, bikeparking, goodforgroups",94102,144 taylor street,1,1,pianofight,pianofight,144 taylor street enter eddy street,144 taylor street,FALSE,TRUE,TRUE,,
1077,1716,94,the black horse london pub,na,4159282414,na,94123,1514 union street,the black horse london pub, pubs,4159282414,"bikeparking, hastv",94123,1514 union street,1,1,the black horse london pub,the black horse london pub,1514 union street,1514 union street,TRUE,TRUE,TRUE,,
1081,1724,1117,elmira rosticceria, cafe,4155517332," seating, wheelchair accessible",94102,154 mcallister street,elmira rosticceria," italian,american (traditional),breakfast & brunch",4155517332,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, caters",94102,154 mcallister street,1,1,elmira rosticceria,elmira rosticceria,154 mcallister street,154 mcallister street,TRUE,TRUE,TRUE,,
1084,1729,1987,daffodil," american, contemporary",4159562972," waitstaff, reservations, seating",94108,665 bush street,daffodil," breakfast & brunch,american (traditional)",4153430310,"reservations, takeout, creditcard, goodforgroups, waiterservice",94108,665 bush street,1,,daffodil,daffodil,665 bush street,665 bush street,TRUE,TRUE,FALSE,,
1103,1740,1136,bodega," cafe, wine bar,south american",4156347002,na,94133,700 columbus avenue,bodega," cafes,wine bars,beer bar",4156347002,"takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, outdoorseating, waiterservice, caters",94133,700 columbus avenue,1,,bodega,bodega,700 columbus avenue,700 columbus avenue,TRUE,TRUE,TRUE,,
1104,1742,148,butter, american,4158635964,na,94103,354 11th street,butter," dive bars,american (traditional),dance clubs",4158635964,"takeout, creditcard, applepay, bikeparking, goodforgroups, outdoorseating, hastv",94103,354 11th street,1,,butter,butter,354 11th street,354 11th street,TRUE,TRUE,TRUE,,
1105,1743,970,birba,na,4155195099,na,94102,458 grove street,birba," wine bars,american (new),italian",4155497612,"creditcard, bikeparking",94102,458 grove street,1,,birba,birba,458 grove street,458 grove street,TRUE,TRUE,FALSE,,
1106,1744,112,mojo bicycle cafe," american,cafe",4154402338,na,94117,639 divisadero street,mojo bicycle cafÃŒÃ_Ã¥Â©," coffee & tea,american (new)",4154402338,"takeout, creditcard, bikeparking, goodforgroups, outdoorseating",94117,639 divisadero street,1,,mojo bicycle cafe,mojo bicycle cafÃŒÃ_Ã¥Â©,639 divisadero street,639 divisadero street,TRUE,FALSE,TRUE,,
1109,1745,941,sushi time," japanese,sushi,asian",4155522280,na,94114,2275 market street,sushi time," japanese,sushi bars",4155522280,"takeout, creditcard, bikeparking, waiterservice",94114,2275 market street,1,,sushi time,sushi time,2275 market street,2275 market street,TRUE,TRUE,TRUE,,
1110,1747,1590,tsunami - mission bay," japanese,sushi,asian",4152840111," reservations, seating, waitstaff",94158,301 king street,tsunami mission bay," japanese,sushi bars",4152840111,"reservations, takeout, creditcard, applepay, bikeparking, goodforgroups, hastv, waiterservice",94158,301 king street,1,,tsunami - mission bay,tsunami mission bay,301 king street,301 king street,TRUE,FALSE,TRUE,,
1111,1749,440,lahore karahi," indian,middle eastern,pakistani",4155678603," takeout, seating",94109,612 ofarrell street,lahore karahi," indian,pakistani",4155678603,"takeout, creditcard, goodforkids, goodforgroups, hastv, waiterservice",94109,612 o&#39;farrell street,1,,lahore karahi,lahore karahi,612 ofarrell street,612 o&#39;farrell street,FALSE,TRUE,TRUE,,
1112,175,948,montesacro pinseria romana enoteca," italian,pizza",4157953040," takeout, reservations, seating, waitstaff, wheelchair accessible, serves alcohol",94103,510 stevenson street,montesacro pinseria-enoteca, pizza,4157953040,"reservations, takeout, creditcard, goodforgroups, waiterservice, caters",94103,510 stevenson street,1,,montesacro pinseria romana enoteca,montesacro pinseria-enoteca,510 stevenson street,510 stevenson street,TRUE,FALSE,TRUE,,
1113,1751,305,pig and whistle, british,4158854779,na,94118,2801 geary boulevard,the pig &amp; whistle," pubs,british",4158854779,"takeout, creditcard, bikeparking, goodforgroups, hastv, waiterservice",94118,2801 geary boulevard,1,,pig and whistle,the pig &amp; whistle,2801 geary boulevard,2801 geary boulevard,TRUE,FALSE,TRUE,,
1114,1753,1206,bangkok bistro, thai,4159358424,na,94110,530 valencia street,bangkok bistro, thai,4159358424,"reservations, delivery, takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice, caters",94110,530 valencia street,1,,bangkok bistro,bangkok bistro,530 valencia street,530 valencia street,TRUE,TRUE,TRUE,,
1119,1762,415,macha cafe,na,4155638079,na,94109,1355 sutter street,macha cafe," coffee & tea,sandwiches,cafes",4155638079,"takeout, bikeparking, goodforkids, hastv, caters",94109,1355 sutter street,1,,macha cafe,macha cafe,1355 sutter street,1355 sutter street,TRUE,TRUE,TRUE,,
1122,1766,142,ak subs,na,4152419600,na,94103,397 8th street,ak subs," sandwiches,salad,burgers",4152419600,"delivery, takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, hastv, caters",94103,397 8th street,1,,ak subs,ak subs,397 8th street,397 8th street,TRUE,TRUE,TRUE,,
1123,1767,913,chicks and love, vegetarian friendly,199301,na,1516,1701 folsom street beside rainbow grocery,chicks and love pizza patio," pizza,breakfast & brunch,coffee & tea",4159126648,"reservations, delivery, takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, outdoorseating, caters",94103,1701 folsom street,1,,chicks and love,chicks and love pizza patio,1701 folsom street beside rainbow grocery,1701 folsom street,FALSE,FALSE,FALSE,,
