_id,ltable_id,rtable_id,ltable_title,ltable_cuisine,ltable_phone,ltable_feature,ltable_zipcode,ltable_street_addr,rtable_title,rtable_cuisine,rtable_phone,rtable_feature,rtable_zipcode,rtable_street_addr,gold
767,1542,437,ambrosia bakery, american,4153345305,,94132,2605 ocean avenue,ambrosia bakery," bakeries,sandwiches,patisserie/cake shop",4153345305,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, caters",94132,2605 ocean avenue,0
768,1543,952,inovino,,4156813770,,94117,108b carl street,inovino," italian,wine bars",4156813770,"reservations, takeout, creditcard, bikeparking, goodforgroups, outdoorseating, waiterservice",94117,108b carl street,0
769,1544,1733,crown and crumpet,,4157714252," seating, waitstaff, reservations",94109,1746 post street,"baby, the stars shine bright boutique"," women's clothing,accessories",4155258686,creditcard,94115,1746 post street,0
770,1544,1835,crown and crumpet,,4157714252," seating, waitstaff, reservations",94109,1746 post street,new people, shopping centers,,bikeparking,94115,1746 post street,0
771,1544,1925,crown and crumpet,,4157714252," seating, waitstaff, reservations",94109,1746 post street,sou sou," shoe stores,men's clothing,women's clothing",4155258654,"creditcard, bikeparking",94115,1746 post street,0
772,1544,2020,crown and crumpet,,4157714252," seating, waitstaff, reservations",94109,1746 post street,kusuyama japan fine crafts," accessories,gift shops",4155258683,creditcard,94115,1746 post street,0
773,1544,2164,crown and crumpet,,4157714252," seating, waitstaff, reservations",94109,1746 post street,maruq," women's clothing,accessories,shoe stores",4158398390,"creditcard, bikeparking",94115,1746 post street,0
774,1545,215,pakwan," indian,middle eastern,pakistani",4152552440," takeout, seating, wheelchair accessible",94103,3182 16th street,pakwan restaurant - 16th street," indian,pakistani",4152552440,"takeout, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, caters",94103,3180-82 16th street,0
775,1545,2973,pakwan," indian,middle eastern,pakistani",4152552440," takeout, seating, wheelchair accessible",94103,3182 16th street,pakwan restaurant - 16th street," indian,pakistani",4152552440,"takeout, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, caters",94103,3180-82 16th street,0
776,1547,193,castro tarts," asian,vietnamese,american",4158613268," takeout, seating, wheelchair accessible",94114,564 castro street,castro tarts," vietnamese,breakfast & brunch,sandwiches",4158613268,"takeout, creditcard, bikeparking, goodforkids",94114,564 castro street,0
777,1548,393,pho tan hoa," asian,vietnamese",6509471290," takeout, seating, waitstaff",94102,431 jones street between antonio street & ellis street,pho tan hoa," vietnamese,noodles",4156733163,"takeout, goodforkids, goodforgroups, hastv, waiterservice",94102,431 jones street,0
778,155,972,kitchen story," american,asian,fusion,gluten free options",4155254905," takeout, reservations, seating, waitstaff, wheelchair accessible, serves alcohol, outdoor seating, highchairs available",94114,3499 16th street,kitchen story," breakfast & brunch,asian fusion,american (new)",4155254905,"reservations, delivery, takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, waiterservice, caters",94114,3499 16th street,0
779,1550,1743,infusion lounge, fusion,4154218700," serves alcohol, reservations, waitstaff",94102,124 ellis street,infusion lounge," dance clubs,bars,pan asian",4154218700,"reservations, creditcard, goodforgroups, waiterservice",94102,124 ellis street,0
780,1551,151,boba guys,,4159672622,,94110,3491 19th street,boba guys," coffee & tea,bubble tea",4159672622,"takeout, creditcard, outdoorseating",94102,8 octavia street,0
781,1551,272,boba guys,,4159672622,,94110,3491 19th street,boba guys," coffee & tea,bubble tea",4159672622,"takeout, creditcard, bikeparking, outdoorseating",94110,3491 19th street,0
782,1551,280,boba guys,,4159672622,,94110,3491 19th street,boba guys," coffee & tea,bubble tea,desserts",,"takeout, creditcard, bikeparking",94108,429 stockton street,0
783,1552,1290,the bird, fast food,4158729825," reservations, serves alcohol, wine and beer",94105,115 new montgomery street,mourad restaurant," moroccan,american (new)",4156602500,"reservations, creditcard, goodforgroups, waiterservice",94105,140 new montgomery street,0
784,1552,1391,the bird, fast food,4158729825," reservations, serves alcohol, wine and beer",94105,115 new montgomery street,trou normand," cocktail bars,breakfast & brunch",4159750876,"reservations, takeout, creditcard, bikeparking, goodforgroups, waiterservice",94105,140 new montgomery street,0
785,1552,1513,the bird, fast food,4158729825," reservations, serves alcohol, wine and beer",94105,115 new montgomery street,maxfield‰Û¡ÌÝå»s pied piper bar," lounges,american (traditional)",4155121111,"reservations, creditcard, goodforgroups, hastv, waiterservice",94102,2 new montgomery street,0
786,1552,1523,the bird, fast food,4158729825," reservations, serves alcohol, wine and beer",94105,115 new montgomery street,the garden court," tea rooms,breakfast & brunch,lounges",4155121111,"reservations, creditcard, goodforkids, goodforgroups, waiterservice",94105,2 new montgomery street,0
787,1552,1962,the bird, fast food,4158729825," reservations, serves alcohol, wine and beer",94105,115 new montgomery street,palace hotel, hotels,4155121111,creditcard,94105,2 new montgomery street,0
788,1552,339,the bird, fast food,4158729825," reservations, serves alcohol, wine and beer",94105,115 new montgomery street,the sentinel, sandwiches,4152849960,"takeout, creditcard, bikeparking, caters",94105,37 new montgomery street,0
789,1552,533,the bird, fast food,4158729825," reservations, serves alcohol, wine and beer",94105,115 new montgomery street,the bird," chicken shop,sandwiches",4158729825,"takeout, creditcard, bikeparking, goodforkids",94105,115 new montgomery street,0
790,1552,686,the bird, fast food,4158729825," reservations, serves alcohol, wine and beer",94105,115 new montgomery street,ayola," greek,mediterranean",4153480808,"takeout, creditcard, bikeparking, goodforkids, caters",94105,118 new montgomery street,0
791,1552,717,the bird, fast food,4158729825," reservations, serves alcohol, wine and beer",94105,115 new montgomery street,cafe madeleine," bakeries,coffee & tea,sandwiches",4152274077,"takeout, creditcard, bikeparking, goodforkids, outdoorseating, caters",94105,149 new montgomery street,0
792,1552,732,the bird, fast food,4158729825," reservations, serves alcohol, wine and beer",94105,115 new montgomery street,working girls‰Û¡ÌÝå» cafe," sandwiches,salad,breakfast & brunch",4155371170,"delivery, takeout, creditcard, bikeparking, goodforkids, outdoorseating, caters",94105,122 new montgomery street,0
793,1557,501,progressive grounds,,,,,cortland street,progressive grounds," coffee & tea,sandwiches",4152826233,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, caters",94110,400 cortland avenue,0
794,1558,1482,fort point beer co.," brew pub,pub",4158183993," wheelchair accessible, outdoor seating, serves alcohol, accepts american express, accepts mastercard, accepts visa, accepts discover",94111,1 ferry building,the slanted door," vietnamese,asian fusion,bars",4158618032,"reservations, creditcard, bikeparking, goodforgroups, outdoorseating, waiterservice",94111,1 ferry building,0
795,1558,1622,fort point beer co.," brew pub,pub",4158183993," wheelchair accessible, outdoor seating, serves alcohol, accepts american express, accepts mastercard, accepts visa, accepts discover",94111,1 ferry building,recchiuti confections at the ferry building," chocolatiers & shops,candy stores",4158349494,"takeout, creditcard, bikeparking",94111,1 ferry building,0
796,1558,1712,fort point beer co.," brew pub,pub",4158183993," wheelchair accessible, outdoor seating, serves alcohol, accepts american express, accepts mastercard, accepts visa, accepts discover",94111,1 ferry building,far west fungi, specialty food,4159899090,"takeout, creditcard, bikeparking",94111,1 ferry building,0
797,1558,1906,fort point beer co.," brew pub,pub",4158183993," wheelchair accessible, outdoor seating, serves alcohol, accepts american express, accepts mastercard, accepts visa, accepts discover",94111,1 ferry building,sur la table, kitchen & bath,4152629970,"creditcard, bikeparking",94111,1 ferry building,0
798,1558,1964,fort point beer co.," brew pub,pub",4158183993," wheelchair accessible, outdoor seating, serves alcohol, accepts american express, accepts mastercard, accepts visa, accepts discover",94111,1 ferry building,mcevoy ranch, specialty food,4152917224,"takeout, creditcard, applepay, bikeparking",94111,1 ferry building plz,0
799,1558,2033,fort point beer co.," brew pub,pub",4158183993," wheelchair accessible, outdoor seating, serves alcohol, accepts american express, accepts mastercard, accepts visa, accepts discover",94111,1 ferry building,yogurt saint benoit, ice cream & frozen yogurt,,,94111,1 ferry building,0
800,1558,2508,fort point beer co.," brew pub,pub",4158183993," wheelchair accessible, outdoor seating, serves alcohol, accepts american express, accepts mastercard, accepts visa, accepts discover",94111,1 ferry building,luckyrice feast, asian fusion,,goodforgroups,94111,1 ferry building,0
801,1558,2802,fort point beer co.," brew pub,pub",4158183993," wheelchair accessible, outdoor seating, serves alcohol, accepts american express, accepts mastercard, accepts visa, accepts discover",94111,1 ferry building,luckyrice feast, asian fusion,,goodforgroups,94111,1 ferry building,0
802,1558,513,fort point beer co.," brew pub,pub",4158183993," wheelchair accessible, outdoor seating, serves alcohol, accepts american express, accepts mastercard, accepts visa, accepts discover",94111,1 ferry building,blue bottle coffee, coffee & tea,5106533394,"takeout, creditcard, applepay, bikeparking",94111,1 ferry building,0
803,1558,544,fort point beer co.," brew pub,pub",4158183993," wheelchair accessible, outdoor seating, serves alcohol, accepts american express, accepts mastercard, accepts visa, accepts discover",94111,1 ferry building,blue bottle coffee stand," coffee & tea,food stands",,"takeout, creditcard, applepay, bikeparking",94105,1 ferry building,0
804,1558,572,fort point beer co.," brew pub,pub",4158183993," wheelchair accessible, outdoor seating, serves alcohol, accepts american express, accepts mastercard, accepts visa, accepts discover",94111,1 ferry building,boccalone," italian,sandwiches",4154336500,"takeout, creditcard, bikeparking, goodforkids, caters",94111,1 ferry building,0
805,1558,708,fort point beer co.," brew pub,pub",4158183993," wheelchair accessible, outdoor seating, serves alcohol, accepts american express, accepts mastercard, accepts visa, accepts discover",94111,1 ferry building,golden gate meat company," meat shops,delis",4159837800,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating",94111,1 ferry building,0
806,1559,425,el burrito express, mexican,,,94116,1601 taraval street,el burrito express 2, mexican,4157764246,"takeout, creditcard, bikeparking, goodforkids, hastv, caters",94115,1812 divisadero street,0
807,1560,804,them ky," chinese,asian,vietnamese",4154418525,,94109,717 ellis street,them ky, vietnamese,4154418525,"takeout, goodforkids, goodforgroups, hastv, waiterservice",94109,717 ellis street,0
808,1564,326,sing sing sandwich shop,,4158855159,,94109,309 hyde street,sing sing sandwich shop," sandwiches,vietnamese",4158855159,"takeout, bikeparking, goodforkids, goodforgroups, hastv",94109,309 hyde street,0
809,1567,987,liquid gold," bar,pub",4156605142,,94109,1040 hyde street,liquid gold, beer bar,4156605142,"reservations, creditcard, goodforgroups, hastv",94109,1040 hyde street,0
810,1568,13,the sandwich place,,4154313811,,94110,2029 mission street,the sandwich place, sandwiches,4154313811,"takeout, creditcard, bikeparking, goodforkids, outdoorseating, caters",94110,2029 mission street,0
811,157,1416,a16," italian,pizza, wine bar",4157712216," reservations, seating, waitstaff, wheelchair accessible, serves alcohol, full bar, takeout",94123,2355 chestnut street,a16," italian,pizza",4157712216,"reservations, creditcard, bikeparking, goodforgroups, waiterservice, caters",94123,2355 chestnut street,0
812,1571,1104,bel,,4152061000,,94110,3215 mission street,bel," belgian,bars,modern european",4152061000,"reservations, takeout, creditcard, bikeparking, goodforgroups, waiterservice",94110,3215 mission street,0
813,1571,2733,bel,,4152061000,,94110,3215 mission street,bel," belgian,bars,modern european",4152061000,"reservations, takeout, creditcard, bikeparking, goodforgroups, waiterservice",94110,3215 mission street,0
814,1571,2901,bel,,4152061000,,94110,3215 mission street,bel," belgian,bars,modern european",4152061000,"reservations, takeout, creditcard, bikeparking, goodforgroups, waiterservice",94110,3215 mission street,0
815,1572,935,l'emigrante wine bistro, eastern european,4158634777,,94110,2199 mission street,l‰Û¡ÌÝå»emigrante wine bar &amp; bistro," wine bars,sandwiches,tapas/small plates",4158634777,"creditcard, bikeparking, goodforgroups, outdoorseating, waiterservice, caters",94110,2199 mission street,0
816,1577,2285,eat with,,, reservations,94107,188 king street,the bimini twist," personal chefs,american (new)",4154951900,"reservations, creditcard, bikeparking, goodforgroups, waiterservice, caters",94107,188 king street ph7,0
817,1578,214,cafe la flore no 2,,4155046798,,94122,1340 irving street,cafe la flore," sandwiches,cafes,salad",4155046798,"takeout, creditcard, applepay, bikeparking, goodforkids, goodforgroups, hastv",94122,1340 irving street,0
818,1578,253,cafe la flore no 2,,4155046798,,94122,1340 irving street,cafe la flore," sandwiches,cafes,salad",4153862814,"delivery, takeout, creditcard, bikeparking, goodforkids, outdoorseating, hastv",94118,1032 clement street,0
819,1580,2267,sasaki, sushi,4153518202, reservations,94110,2400 harrison street,sasaki," sushi bars,japanese",4158298997,"reservations, creditcard, waiterservice",94110,2400 harrison street,0
820,1581,260,taqueria guadalajara, mexican,4154695480,,94112,4798 mission street,taqueria guadalajara, mexican,4154695480,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv",94112,4798 mission street,0
821,1581,377,taqueria guadalajara, mexican,4154695480,,94112,4798 mission street,taqueria guadalajara, mexican,4156424892,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv",94110,3146 24th street,0
822,1585,835,gordo taqueria, mexican,4156688226,,94121,5450 geary boulevard,gordo taqueria," fast food,mexican",4153874484,"takeout, creditcard, bikeparking, goodforkids",94121,2252 clement street,0
823,1588,1675,blue hawaii acai cafe,,4152480011,,94111,2 embarcadero ctr,wine bar &amp; shop," wine bars,beer, wine & spirits",4153910758,"takeout, creditcard, goodforgroups, outdoorseating",94111,2 embarcadero ctr,0
824,1588,2091,blue hawaii acai cafe,,4152480011,,94111,2 embarcadero ctr,papyrus," cards & stationery,gift shops",4157818777,creditcard,94111,2 embarcadero ctr,0
825,1590,2631,subway," fast food,american",4153469100," takeout, wheelchair accessible",94133,333 jefferson street ste 8,babushka, arts & crafts,4156736740,,94133,333 jefferson street,0
826,1592,445,dinosaurs vietnamese sandwiches," asian,vietnamese,fast food",4155031421," takeout, seating",94114,2275 market street ste h,dinosaurs vietnamese sandwiches," vietnamese,sandwiches",4157011421,"takeout, creditcard, bikeparking, goodforkids, caters",94103,18 boardman pl,0
827,1592,45,dinosaurs vietnamese sandwiches," asian,vietnamese,fast food",4155031421," takeout, seating",94114,2275 market street ste h,dinosaurs," vietnamese,sandwiches",4155031421,"takeout, creditcard, bikeparking, goodforkids, outdoorseating",94114,2275 market street,0
828,1592,508,dinosaurs vietnamese sandwiches," asian,vietnamese,fast food",4155031421," takeout, seating",94114,2275 market street ste h,active nutrition," health markets,vitamins & supplements",4152552844,"creditcard, bikeparking",94114,2275 market street,0
829,1592,566,dinosaurs vietnamese sandwiches," asian,vietnamese,fast food",4155031421," takeout, seating",94114,2275 market street ste h,dinosaurs vietnamese sandwiches," sandwiches,vietnamese",4153341421,"takeout, creditcard, bikeparking, goodforkids, outdoorseating",94132,2522 ocean avenue,0
830,1592,941,dinosaurs vietnamese sandwiches," asian,vietnamese,fast food",4155031421," takeout, seating",94114,2275 market street ste h,sushi time," japanese,sushi bars",4155522280,"takeout, creditcard, bikeparking, waiterservice",94114,2275 market street,0
831,1593,586,george's zoo liquor deli,,4156643215,,94116,2560 sloat boulevard,george‰Û¡ÌÝå»s zoo liquor deli," beer, wine & spirits,sandwiches",4156643215,"takeout, creditcard, bikeparking, goodforkids",94116,2560 sloat boulevard,0
832,1598,336,ace's," bar,pub",4156730644," seating, television, wheelchair accessible, parking available, street parking, free off-street parking, serves alcohol, full bar, accepts american express, accepts mastercard, accepts visa, free wifi",94109,998 sutter street,ace‰Û¡ÌÝå»s, bars,4156730644,"reservations, creditcard, bikeparking, goodforgroups, hastv",94109,998 sutter street,0
833,1599,1029,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,limÌÎ_n rotisserie," latin american,peruvian,tapas/small plates",4158212134,"reservations, takeout, creditcard, bikeparking, goodforgroups, hastv, waiterservice, caters",94110,1001 s van ness avenue,0
834,1599,1049,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,san jalisco, mexican,4156488383,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice, caters",94110,901 s van ness avenue,0
835,1599,1095,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,corridor cafe," coffee & tea,sandwiches,breakfast & brunch",4154004979,"takeout, creditcard, applepay, bikeparking, goodforkids, outdoorseating, caters",94102,100 van ness avenue,0
836,1599,1198,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,helmand palace," afghan,salad,soup",4153450072,"reservations, delivery, takeout, creditcard, bikeparking, goodforkids, goodforgroups, waiterservice, caters",94109,2424 van ness avenue,0
837,1599,1208,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,ho‰Û¡ÌÝå»s bootleg tavern," american (new),sports bars",4158727773,"reservations, takeout, creditcard, bikeparking, goodforgroups, hastv, waiterservice",94109,2360 van ness avenue,0
838,1599,1261,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,house of prime rib," american (traditional),steakhouses",4158854605,"reservations, creditcard, goodforkids, goodforgroups, waiterservice",94109,1906 van ness avenue,0
839,1599,1309,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,ruth‰Û¡ÌÝå»s chris steak house," steakhouses,wine bars",4156730557,"reservations, takeout, creditcard, goodforgroups, waiterservice",94109,1601 van ness avenue,0
840,1599,1365,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,dainese d-store," motorcycle gear,ski & snowboard shops",4156265478,"creditcard, applepay, bikeparking",94103,131 s van ness avenue,0
841,1599,1368,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,music exchange, musical instruments & teachers,4155520445,creditcard,94102,700 van ness avenue,0
842,1599,1442,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,davies symphony hall," performing arts,music venues,venues & event spaces",4156216600,"creditcard, bikeparking, goodforkids, goodforgroups",94102,201 van ness avenue,0
843,1599,1446,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,matterhorn restaurant," fondue,german",4158856116,"reservations, creditcard, goodforkids, goodforgroups, waiterservice",94109,2323 van ness avenue,0
844,1599,1456,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,san francisco symphony," performing arts,music venues",4158646000,"creditcard, bikeparking, goodforkids, goodforgroups",94102,201 van ness avenue,0
845,1599,17,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,philz coffee, coffee & tea,4152927660,"takeout, creditcard, applepay, bikeparking",94102,748 van ness avenue,0
846,1599,1717,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,"alyson mititieri, le"," medical spas,hair removal,skin care",4153799015,"creditcard, bikeparking",94102,77 van ness avenue,0
847,1599,1723,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,beaux gateaux wedding cakes," bakeries,desserts",4157543043,"delivery, creditcard, bikeparking",94109,2100 van ness avenue,0
848,1599,1756,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,"edward p miranda, md facs"," cosmetic surgeons,medical spas",4153799015,"creditcard, bikeparking",94102,77 van ness avenue,0
849,1599,1779,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,pacific plastic surgery group," cosmetic surgeons,skin care",4153799015,"creditcard, bikeparking",94102,77 van ness avenue,0
850,1599,178,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,bender‰Û¡ÌÝå»s bar and grill," dive bars,american (traditional)",4158241800,"reservations, bikeparking, goodforgroups, outdoorseating, hastv",94110,806 s van ness avenue,0
851,1599,1796,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,cafÌÎå© at the opera," cafes,american (traditional),sandwiches",4158618150,"reservations, creditcard, goodforgroups, waiterservice, caters",94102,301 van ness avenue,0
852,1599,202,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,flying pig bistro pub," sandwiches,pubs,sports bars",4159341234,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, caters",94103,433 s van ness avenue,0
853,1599,2249,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,hinata," sushi bars,japanese",4158298291,"reservations, creditcard, waiterservice",94109,810 van ness avenue,0
854,1599,2252,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,harris‰Û¡ÌÝå» restaurant, steakhouses,4156731888,"reservations, creditcard, goodforgroups, waiterservice",94109,2100 van ness avenue,0
855,1599,2279,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,"larry fan, md | 77 plastic surgery"," cosmetic surgeons,medical spas,skin care",4156557546,"creditcard, bikeparking",94102,77 van ness avenue,0
856,1599,2424,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,guitar center lessons, musical instruments & teachers,4154090350,creditcard,94109,1645 van ness avenue,0
857,1599,2427,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,blinks+brows - san francisco," eyelash service,eyebrow services,permanent makeup",4158451898,"creditcard, bikeparking",94109,1901 van ness avenue,0
858,1599,2464,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,"jesse maschmeyer violins, llc"," musical instruments & teachers,musical instrument services",4158715013,"creditcard, bikeparking",94102,512 van ness avenue,0
859,1599,2684,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,trip tel, mobile phones,4154743330,,94109,1525 van ness avenue,0
860,1599,2724,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,corridor cafe," coffee & tea,sandwiches,breakfast & brunch",4154004979,"takeout, creditcard, applepay, bikeparking, goodforkids, outdoorseating, caters",94102,100 van ness avenue,0
861,1599,2939,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,dainese d-store," motorcycle gear,ski & snowboard shops",4156265478,"creditcard, applepay, bikeparking",94103,131 s van ness avenue,0
862,1599,2942,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,music exchange, musical instruments & teachers,4155520445,creditcard,94102,700 van ness avenue,0
863,1599,2961,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,san jalisco, mexican,4156488383,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice, caters",94110,901 s van ness avenue,0
864,1599,386,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,phone booth, dive bars,4156484683,"goodforgroups, hastv",94110,1398 s van ness avenue,0
865,1599,492,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,the little spot cafe," coffee & tea,bagels,sandwiches",4155501800,"takeout, creditcard, bikeparking, goodforkids, outdoorseating, waiterservice",94110,1199 s van ness avenue,0
866,1599,574,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,stoner‰Û¡ÌÝå»s, delis,4159137753,"takeout, creditcard, bikeparking, goodforkids, goodforgroups",94102,752 van ness avenue,0
867,1599,585,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,whiz burgers drive-in, burgers,4158245888,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating",94110,700 s van ness avenue,0
868,1599,637,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,my corner cafe, american (traditional),4155502382,"takeout, creditcard, bikeparking, goodforkids, goodforgroups",94110,1500 s van ness avenue,0
869,1599,754,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,kenny‰Û¡ÌÝå»s restaurant," diners,salad,breakfast & brunch",4156218902,"takeout, goodforkids, goodforgroups, hastv, waiterservice",94110,518 s van ness avenue,0
870,1599,887,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,counter offer," american (traditional),pubs",4158241800,"takeout, creditcard, bikeparking, goodforgroups, outdoorseating, hastv",94110,800 s van ness avenue,0
871,1599,966,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,urban putt," mini golf,american (new),bars",4153411080,"reservations, creditcard, bikeparking, goodforkids, goodforgroups, hastv, waiterservice",94110,1096 s van ness avenue,0
872,1599,989,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,walzwerk, german,4155517181,"reservations, takeout, creditcard, bikeparking, goodforgroups, waiterservice",94103,381 s van ness avenue,0
873,1599,998,flying pig bistro pub, pub,4159341234,,94103,433 s van ness avenue,august 1 five," indian,cocktail bars,salad",4157715900,"reservations, takeout, creditcard, goodforkids, goodforgroups, waiterservice, caters",94102,524 van ness avenue,0
874,1600,1428,indigo," american, contemporary",4156739353," reservations, seating, waitstaff, serves alcohol",94102,687 mcallister street,indigo, american (new),4156739353,"reservations, creditcard, goodforgroups, waiterservice",94102,687 mcallister street,0
875,1601,25,3 potato 4," fast food,vegetarian friendly,vegan options",4155002468,,94103,1051 market street,the flying falafel," falafel,vegan",4159641003,"takeout, creditcard, bikeparking, goodforkids, caters",94103,1051 market street,0
876,1606,1119,clay oven indian restaurant," indian,vegan options",4157312400," takeout, reservations, seating, waitstaff, wheelchair accessible",94127,385 w portal avenue,trattoria da vittorio," italian,pizza",4157420300,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, waiterservice, caters",94127,150 w portal avenue,0
877,1606,2152,clay oven indian restaurant," indian,vegan options",4157312400," takeout, reservations, seating, waitstaff, wheelchair accessible",94127,385 w portal avenue,white rose boutique, women's clothing,4156815411,"creditcard, bikeparking",94127,242 w portal avenue,0
878,1606,2154,clay oven indian restaurant," indian,vegan options",4157312400," takeout, reservations, seating, waitstaff, wheelchair accessible",94127,385 w portal avenue,edible arrangements," gift shops,chocolatiers & shops",4157313120,"creditcard, bikeparking",94127,312 w portal avenue,0
879,1606,2916,clay oven indian restaurant," indian,vegan options",4157312400," takeout, reservations, seating, waitstaff, wheelchair accessible",94127,385 w portal avenue,trattoria da vittorio," italian,pizza",4157420300,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating, hastv, waiterservice, caters",94127,150 w portal avenue,0
880,1606,530,clay oven indian restaurant," indian,vegan options",4157312400," takeout, reservations, seating, waitstaff, wheelchair accessible",94127,385 w portal avenue,greenhouse cafe," coffee & tea,cafes,tea rooms",4157425545,"takeout, creditcard, bikeparking, goodforkids, goodforgroups, outdoorseating",94127,329 w portal avenue,0
881,1608,105,whole foods market potrero hill, american,4155521155," takeout, buffet",94107,450 rhode island street,chiotras grocery," grocery,delis",4158242353,"takeout, creditcard, bikeparking, goodforkids, outdoorseating",94107,858 rhode island street,0
882,1608,1727,whole foods market potrero hill, american,4155521155," takeout, buffet",94107,450 rhode island street,boconcept san francisco," furniture stores,interior design,home decor",4153710100,"creditcard, bikeparking",94103,1 rhode island street,0
883,1608,1834,whole foods market potrero hill, american,4155521155," takeout, buffet",94107,450 rhode island street,whole foods market soma," grocery,health markets,organic stores",4156180066,"delivery, takeout, creditcard, applepay, bikeparking",94107,399 4th street,0
884,1608,1892,whole foods market potrero hill, american,4155521155," takeout, buffet",94107,450 rhode island street,whole foods market ocean," grocery,health markets,organic stores",4153337400,"takeout, creditcard, applepay, bikeparking",94112,1150 ocean avenue,0
885,1608,1913,whole foods market potrero hill, american,4155521155," takeout, buffet",94107,450 rhode island street,whole foods market potrero," grocery,health markets,organic stores",4155521155,"takeout, creditcard, applepay, bikeparking, caters",94107,450 rhode island,0
886,1608,1985,whole foods market potrero hill, american,4155521155," takeout, buffet",94107,450 rhode island street,whole foods market franklin," grocery,health markets,organic stores",4156740500,"delivery, takeout, creditcard, bikeparking",94109,1765 california street,0
887,1608,2019,whole foods market potrero hill, american,4155521155," takeout, buffet",94107,450 rhode island street,whole foods market market street," grocery,health markets,organic stores",4156261430,"takeout, creditcard, applepay, bikeparking",94114,2001 market street,0
888,1608,2070,whole foods market potrero hill, american,4155521155," takeout, buffet",94107,450 rhode island street,whole foods market haight," grocery,health markets,organic stores",4158766740,"takeout, creditcard, applepay, bikeparking",94117,690 stanyan street,0
889,1608,2094,whole foods market potrero hill, american,4155521155," takeout, buffet",94107,450 rhode island street,whole foods market noe valley," grocery,health markets,organic stores",4152824700,"takeout, creditcard, applepay, bikeparking",94114,3950 24th street,0
890,1608,2357,whole foods market potrero hill, american,4155521155," takeout, buffet",94107,450 rhode island street,coup d‰Û¡ÌÝå»etat, antiques,4152419300,"creditcard, bikeparking",94103,111 rhode island street,0
