id,title,yelpPage,categories,price,rating,mon,tue,wed,thu,fri,sat,sun,addr,phone,takeout,creditCard,applePay,parking,bikeParking,outdoorSeating,wifi,caters,reservations,delivery,goodFor,goodForKids,goodForGroups,attire,ambience,noiseLevel,alcohol,hasTV,waiterService,driveThrough
455,Broken Record,https://www.yelp.com/ /biz/broken-record-san-francisco,Dive Bars,Inexpensive,4.0 star rating,11:00 am-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-12:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,11:00 am-12:00 am,"1166 Geneva AveSan Francisco, CA 94112",(415) 963-1713,,No,No,Street,Yes,Yes,,,No,,,,Yes,,Divey,Average,Full Bar,Yes,,
456,Charlie’s Deli Cafe,https://www.yelp.com/ /biz/charlies-deli-cafe-san-francisco,"Delis,Sandwiches",Under $10,4.0 star rating,6:00 am-3:00 pm,6:00 am-3:00 pm,6:00 am-3:00 pm,6:00 am-3:00 pm,6:00 am-3:00 pm,6:30 am-3:00 pm,7:00 am-2:00 pm,"3202 Folsom StSan Francisco, CA 94117",(415) 641-5051,Yes,Yes,No,Street,Yes,Yes,Free,Yes,No,No,"Breakfast, Brunch, Lunch",Yes,Yes,Casual,Casual,Average,No,No,No,
457,Yumma’s Mediterranean Grill,https://www.yelp.com/ /biz/yummas-mediterranean-grill-san-francisco,"Greek,Mediterranean,Salad",Under $10,4.0 star rating,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,11:00 am-10:00 pm,"721 Irving StSan Francisco, CA 94122",(415) 682-0762,Yes,Yes,No,Street,Yes,Yes,Free,Yes,No,No,Lunch,Yes,No,Casual,Casual,Average,No,No,No,
458,R Bar,https://www.yelp.com/ /biz/r-bar-san-francisco,Dive Bars,Inexpensive,4.0 star rating,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,4:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,"1176 Sutter StSan Francisco, CA 94109",(415) 567-7441,,Yes,,Street,No,No,,,No,,,,Yes,,Casual,Loud,Full Bar,Yes,,
459,Taqueria San Francisco,https://www.yelp.com/ /biz/taqueria-san-francisco-san-francisco,Mexican,Under $10,4.0 star rating,10:00 am-9:30 pm,10:00 am-9:30 pm,10:00 am-9:30 pm,10:00 am-9:30 pm,10:00 am-9:30 pm,10:00 am-9:30 pm,10:00 am-9:30 pm,"2794 24th StSan Francisco, CA 94110",(415) 641-1770,Yes,No,No,Street,Yes,No,No,No,No,No,Lunch,Yes,Yes,Casual,"Divey, Casual",Average,Beer & Wine Only,Yes,No,
460,Taqueria San Francisco,https://www.yelp.com/ /biz/taqueria-san-francisco-san-francisco,Mexican,Under $10,4.0 star rating,10:00 am-9:30 pm,10:00 am-9:30 pm,10:00 am-9:30 pm,10:00 am-9:30 pm,10:00 am-9:30 pm,10:00 am-9:30 pm,10:00 am-9:30 pm,"2794 24th StSan Francisco, CA 94110",(415) 641-1770,Yes,No,No,Street,Yes,No,No,No,No,No,Lunch,Yes,Yes,Casual,"Divey, Casual",Average,Beer & Wine Only,Yes,No,
461,Starbucks,https://www.yelp.com/ /biz/starbucks-san-francisco-128,Coffee & Tea,Inexpensive,4.0 star rating,5:00 am-8:00 pm,5:00 am-8:00 pm,5:00 am-8:00 pm,5:00 am-8:00 pm,5:00 am-8:00 pm,5:30 am-8:00 pm,5:30 am-8:00 pm,"675 Portola DrSan Francisco, CA 94127",(415) 682-9477,Yes,Yes,Yes,Street,Yes,No,Free,,,,,,,,,,,,,
462,Grove Street Market,https://www.yelp.com/ /biz/grove-street-market-san-francisco,"Grocery,Delis",Under $10,4.5 star rating,8:30 am-9:00 pm,8:30 am-9:00 pm,8:30 am-9:00 pm,8:30 am-9:00 pm,8:30 am-9:00 pm,8:30 am-9:00 pm,Closed,"500 Grove StSan Francisco, CA 94102",(415) 861-2293,Yes,Yes,,Street,Yes,No,,,No,No,,Yes,Yes,Casual,,Quiet,Beer & Wine Only,Yes,No,
463,Philz Coffee,https://www.yelp.com/ /biz/philz-coffee-san-francisco-15,Coffee & Tea,Inexpensive,4.0 star rating,5:30 am-7:00 pm,5:30 am-7:00 pm,5:30 am-7:00 pm,5:30 am-7:00 pm,5:30 am-7:00 pm,8:00 am-3:00 pm,8:00 am-3:00 pm,"1 Front StSan Francisco, CA 94111",(415) 568-2535,Yes,Yes,Yes,Garage,Yes,Yes,Free,No,,,,,,,,,,,,
464,The Wooden Nickel,https://www.yelp.com/ /biz/the-wooden-nickel-san-francisco,Bars,Inexpensive,4.5 star rating,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,"1900 Folsom StSan Francisco, CA 94103",(415) 252-0306,,Yes,,,Yes,Yes,,,No,,,,Yes,,,Loud,Full Bar,Yes,,
465,Hilda’s Mart &amp; Bake Shop,https://www.yelp.com/ /biz/hildas-mart-and-bake-shop-san-francisco,"Bakeries,Filipino",Under $10,4.0 star rating,Closed,9:30 am-7:00 pm,9:30 am-7:00 pm,9:30 am-7:00 pm,9:30 am-7:00 pm,9:30 am-7:00 pm,9:00 am-6:00 pm,"145 Persia AveSan Francisco, CA 94112",(415) 333-3122,Yes,No,No,Street,No,No,No,Yes,No,No,Dessert,Yes,No,Casual,Casual,Quiet,No,No,No,
466,Deja Vu Pizza and Pasta,https://www.yelp.com/ /biz/deja-vu-pizza-and-pasta-san-francisco,Pizza,Under $10,3.5 star rating,10:30 am-11:30 pm,10:30 am-11:30 pm,10:30 am-11:30 pm,10:30 am-11:30 pm,10:30 am-12:30 am,10:30 am-12:30 am,10:30 am-11:30 pm,"3227 16th StSan Francisco, CA 94103",(415) 255-1600,Yes,Yes,No,Street,Yes,No,No,No,No,Yes,Dinner,Yes,No,Casual,Casual,Average,No,Yes,No,
467,A K Meats,https://www.yelp.com/ /biz/a-k-meats-san-francisco,"Delis,Sandwiches",Under $10,4.0 star rating,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,"2346 Clement StSan Francisco, CA 94121",(415) 933-6328,Yes,Yes,,Street,Yes,Yes,No,Yes,No,No,Lunch,Yes,No,Casual,Casual,Quiet,No,No,No,
468,Huli Huli Hawaiian Grill,https://www.yelp.com/ /biz/huli-huli-hawaiian-grill-san-francisco-2,"Hawaiian,Breakfast & Brunch",Under $10,4.5 star rating,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,Closed,Closed,"4100 3rd StSan Francisco, CA 94124",(415) 970-1990,Yes,Yes,No,Street,Yes,Yes,No,Yes,No,No,"Breakfast, Brunch, Lunch",Yes,Yes,Casual,Casual,Average,No,No,No,
469,Hot Spud,https://www.yelp.com/ /biz/hot-spud-san-francisco,"Gluten-Free,Fast Food",Under $10,4.5 star rating,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-8:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,"2640 Mason StSan Francisco, CA 94133",(415) 399-1065,Yes,Yes,No,Street,Yes,No,No,Yes,No,No,Lunch,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No
470,Turtle Tower,https://www.yelp.com/ /biz/turtle-tower-san-francisco-6,"Vietnamese,Noodles",Under $10,4.0 star rating,8:00 am-5:00 pm,8:00 am-5:00 pm,8:00 am-5:00 pm,Closed,8:00 am-5:00 pm,8:00 am-5:00 pm,8:00 am-5:00 pm,"645 Larkin StSan Francisco, CA 94109",(415) 409-3333,Yes,Yes,No,Street,Yes,No,No,Yes,No,No,Lunch,Yes,Yes,Casual,Casual,Average,No,Yes,Yes,
471,Serrano’s Pizza,https://www.yelp.com/ /biz/serranos-pizza-san-francisco-2,"Pizza,Italian",Under $10,3.5 star rating,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-12:00 am,11:00 am-1:00 am,11:00 am-1:00 am,11:00 am-12:00 am,"3274 21st StSan Francisco, CA 94110",(415) 695-1615,Yes,Yes,No,Street,Yes,Yes,No,No,No,Yes,Dinner,Yes,No,Casual,Casual,Average,No,Yes,No,
472,Cavalli Cafe,https://www.yelp.com/ /biz/cavalli-cafe-san-francisco,"Desserts,Cafes,Breakfast & Brunch",Under $10,4.0 star rating,Closed,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,Closed,"1441 Stockton StSan Francisco, CA 94133",(415) 421-4219,Yes,No,Yes,Street,No,Yes,No,No,No,No,Dessert,Yes,Yes,Casual,Casual,Quiet,No,No,No,
473,Stop N Wrap,https://www.yelp.com/ /biz/stop-n-wrap-san-francisco,"American (New),Coffee & Tea,Breakfast & Brunch",Under $10,4.5 star rating,7:00 am-2:30 pm,7:00 am-2:30 pm,7:00 am-2:30 pm,7:00 am-2:30 pm,7:00 am-2:30 pm,7:00 am-3:00 pm,7:00 am-3:00 pm,"1217 Geneva AveSan Francisco, CA 94112",(415) 349-2074,Yes,Yes,No,Street,No,Yes,Free,Yes,No,No,"Breakfast, Brunch, Lunch",Yes,Yes,Casual,Casual,Quiet,No,Yes,Yes,
474,Olivo’s,https://www.yelp.com/ /biz/olivos-san-francisco,"Mexican,Latin American",Under $10,4.0 star rating,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,Closed,"1017 Larkin StSan Francisco, CA 94109",(415) 931-3019,Yes,No,No,Street,Yes,No,No,No,No,No,"Lunch, Dinner",Yes,Yes,Casual,Divey,Average,Beer & Wine Only,Yes,Yes,
475,Loving Hut,https://www.yelp.com/ /biz/loving-hut-san-francisco,"Vegan,Vegetarian",Under $10,4.0 star rating,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-8:30 pm,10:00 am-7:00 pm,,(415) 975-3888,Yes,Yes,No,Garage,Yes,No,Free,Yes,No,No,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,No,No,No,
476,Lou’s Cafe,https://www.yelp.com/ /biz/lous-cafe-san-francisco-5,"Salad,Soup,Sandwiches",Under $10,4.5 star rating,7:00 am-3:00 pm,7:00 am-3:00 pm,7:00 am-3:00 pm,7:00 am-3:00 pm,7:00 am-3:00 pm,Closed,Closed,"100 Pine StSan Francisco, CA 94111",(415) 283-4777,Yes,Yes,No,Street,No,Yes,No,Yes,No,No,"Breakfast, Lunch",Yes,No,Casual,Casual,Average,No,No,No,
477,Sammy’s on 2nd,https://www.yelp.com/ /biz/sammys-on-2nd-san-francisco,Sandwiches,Under $10,4.0 star rating,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,Closed,Closed,"84 2nd StSan Francisco, CA 94105",(415) 243-0311,Yes,Yes,No,Street,No,No,No,Yes,No,No,Lunch,No,No,Casual,Casual,Average,Full Bar,No,No,
478,Thee Parkside,https://www.yelp.com/ /biz/thee-parkside-san-francisco,"Bars,Music Venues",Inexpensive,4.0 star rating,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,11:00 am-2:00 am,"1600 17th StSan Francisco, CA 94107",(415) 252-1330,,No,No,Street,Yes,Yes,,,No,,,No,Yes,,Divey,Loud,Full Bar,Yes,,
479,440 Castro,https://www.yelp.com/ /biz/440-castro-san-francisco,Gay Bars,Inexpensive,3.5 star rating,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,"440 Castro StSan Francisco, CA 94114",(415) 621-8732,,No,No,Street,Yes,No,,,No,,,,Yes,,Casual,Loud,Full Bar,Yes,,
480,Fireside Bar,https://www.yelp.com/ /biz/fireside-bar-san-francisco,Bars,Inexpensive,4.0 star rating,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,"603 Irving StSan Francisco, CA 94122",(415) 731-6433,,Yes,,Street,Yes,No,,,No,,,,Yes,,,Average,Full Bar,Yes,,
481,Mamá Art Cafe,https://www.yelp.com/ /biz/mam%C3%A1-art-cafe-san-francisco-2,"Art Galleries,Cafes",Under $10,4.0 star rating,6:30 am-5:00 pm,6:30 am-5:00 pm,6:30 am-5:00 pm,6:30 am-5:00 pm,6:30 am-5:00 pm,6:30 am-5:00 pm,6:30 am-5:00 pm,"4754 Mission StSan Francisco, CA 94112",(415) 586-8453,Yes,Yes,No,Street,Yes,Yes,Free,No,No,No,Breakfast,Yes,Yes,Casual,,Average,No,No,No,
482,Edinburgh Castle Pub,https://www.yelp.com/ /biz/edinburgh-castle-pub-san-francisco-2,Pubs,Inexpensive,4.0 star rating,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,"950 Geary StSan Francisco, CA 94109",(415) 885-4074,,Yes,No,Street,No,No,,,No,,,,Yes,,Divey,Loud,Full Bar,Yes,,
483,Shalimar Resturant,https://www.yelp.com/ /biz/shalimar-resturant-san-francisco,"Indian,Pakistani",Under $10,4.0 star rating,12:00 pm-3:00 pm5:30 pm-10:30 pm,12:00 pm-3:00 pm5:30 pm-10:30 pm,12:00 pm-3:00 pm5:30 pm-10:30 pm,12:00 pm-3:00 pm5:30 pm-10:30 pm,12:00 pm-3:00 pm5:30 pm-10:30 pm,12:00 pm-3:00 pm5:30 pm-11:00 pm,12:00 pm-3:00 pm5:30 pm-11:00 pm,"1409 Polk StSan Francisco, CA 94109",(415) 776-4642,Yes,No,No,Street,Yes,Yes,No,Yes,No,No,"Lunch, Dinner",Yes,Yes,Casual,Divey,Average,No,No,No,
484,Good Luck Dim Sum,https://www.yelp.com/ /biz/good-luck-dim-sum-san-francisco,Dim Sum,Under $10,4.0 star rating,7:00 am-6:30 pm,Closed,7:00 am-6:30 pm,7:00 am-6:30 pm,7:00 am-6:30 pm,7:00 am-6:30 pm,7:00 am-6:30 pm,"736 Clement StSan Francisco, CA 94118",(415) 386-3388,Yes,No,No,Street,Yes,No,No,No,No,No,Lunch,Yes,No,Casual,Casual,Average,No,No,No,
485,Goody Goodie Cream &amp; Sugar,https://www.yelp.com/ /biz/goody-goodie-cream-and-sugar-san-francisco-2,"Bakeries,Coffee & Tea,Desserts",Inexpensive,4.0 star rating,8:30 am-1:00 pm,8:30 am-1:00 pm,8:30 am-1:00 pm,8:30 am-1:00 pm,8:30 am-1:00 pm,Closed,Closed,"1830 Harrison StSan Francisco, CA 94103",(415) 864-6370,Yes,Yes,No,Street,Yes,Yes,No,Yes,,Yes,,,,,,,,,,
486,Fayala,https://www.yelp.com/ /biz/fayala-san-francisco-4,"Mediterranean,Mexican,French",Under $10,4.5 star rating,8:00 am-3:00 pm,8:00 am-3:00 pm,8:00 am-3:00 pm,8:00 am-3:00 pm,8:00 am-3:00 pm,Closed,Closed,"215 Fremont StSan Francisco, CA 94105",(415) 757-0444,Yes,Yes,No,Street,Yes,Yes,Free,Yes,No,Yes,Lunch,Yes,Yes,Casual,Casual,Average,No,Yes,No,
487,Yo Yo’s,https://www.yelp.com/ /biz/yo-yos-san-francisco,Japanese,Under $10,4.0 star rating,8:00 am-4:30 pm,8:00 am-4:30 pm,8:00 am-4:30 pm,8:00 am-4:30 pm,8:00 am-4:30 pm,Closed,Closed,"318 Pacific AveSan Francisco, CA 94111",(415) 296-8273,Yes,No,No,Street,Yes,No,No,No,No,No,Lunch,Yes,No,Casual,Casual,Average,No,No,No,
488,Sun Kwong Restaurant,https://www.yelp.com/ /biz/sun-kwong-restaurant-san-francisco,Chinese,Under $10,4.0 star rating,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,Closed,"1400 Jackson StSan Francisco, CA 94109",(415) 673-9478,Yes,No,No,Street,No,No,No,Yes,No,No,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Yes,
489,Fillmore Street Cafe,https://www.yelp.com/ /biz/fillmore-street-cafe-san-francisco,"Coffee & Tea,Delis,Cafes",Under $10,4.0 star rating,6:00 am-9:00 pm,6:00 am-9:00 pm,6:00 am-9:00 pm,6:00 am-9:00 pm,6:00 am-9:00 pm,6:00 am-9:00 pm,8:00 am-4:00 pm,"1301 Fillmore StSan Francisco, CA 94115",(415) 749-0987,Yes,Yes,No,Street,Yes,Yes,Free,No,No,No,"Breakfast, Brunch, Lunch",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,
490,Emperor Norton’s Boozeland,https://www.yelp.com/ /biz/emperor-nortons-boozeland-san-francisco,Bars,Inexpensive,4.0 star rating,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,"510 Larkin StSan Francisco, CA 94102",(415) 926-8118,,No,No,Street,Yes,Yes,,,Yes,,,,Yes,,"Divey, Casual",Average,Full Bar,Yes,,
491,Howard’s Cafe,https://www.yelp.com/ /biz/howards-cafe-san-francisco,"American (Traditional),Diners,Breakfast & Brunch",Under $10,3.5 star rating,7:00 am-3:00 pm,7:00 am-3:00 pm,7:00 am-3:00 pm,7:00 am-3:00 pm,7:00 am-3:00 pm,8:00 am-3:00 pm,8:00 am-3:00 pm,"1309 9th AveSan Francisco, CA 94122",(415) 564-4723,Yes,No,No,Street,Yes,No,No,No,No,No,"Breakfast, Brunch",Yes,Yes,Casual,"Divey, Casual",Average,No,No,Yes,
492,The Little Spot Cafe,https://www.yelp.com/ /biz/the-little-spot-cafe-san-francisco,"Coffee & Tea,Bagels,Sandwiches",Under $10,4.0 star rating,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,8:00 am-3:30 pm,8:00 am-3:30 pm,"1199 S Van Ness AveSan Francisco, CA 94110",(415) 550-1800,Yes,Yes,,Street,Yes,Yes,Free,No,No,No,Breakfast,Yes,No,Casual,,Quiet,No,No,Yes,
493,Oasis Grill,https://www.yelp.com/ /biz/oasis-grill-san-francisco,"Greek,Mediterranean,American (Traditional)",Under $10,4.0 star rating,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,"91 Drumm StSan Francisco, CA 94111",(415) 781-0313,Yes,Yes,No,Street,Yes,No,No,Yes,No,No,Lunch,Yes,No,Casual,Casual,Average,No,No,No,
494,Bow-K,https://www.yelp.com/ /biz/bow-k-san-francisco,"Convenience Stores,Beer, Wine & Spirits,Coffee & Tea",Inexpensive,5.0 star rating,5:00 am-9:00 pm,5:00 am-9:00 pm,5:00 am-9:00 pm,5:00 am-9:00 pm,5:00 am-9:00 pm,5:00 am-9:00 pm,Closed,"700 4th StSan Francisco, CA 94107",(415) 278-9985,,No,,,Yes,,,,,,,,,,,,,,,
495,McDonald’s,https://www.yelp.com/ /biz/mcdonalds-san-francisco-61,"Fast Food,Burgers",Under $10,4.0 star rating,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"441 Sutter StSan Francisco, CA 94108",(415) 362-1082,Yes,Yes,Yes,Garage,No,No,Free,No,No,Yes,Breakfast,Yes,Yes,Casual,Casual,Average,No,No,Yes,No
496,Cafe Dolci,https://www.yelp.com/ /biz/cafe-dolci-san-francisco,"Coffee & Tea,Vietnamese,Sandwiches",Under $10,4.0 star rating,7:00 am-4:00 pm,7:00 am-4:00 pm,7:00 am-4:00 pm,7:00 am-4:00 pm,7:00 am-4:00 pm,Closed,Closed,"740 Market StSan Francisco, CA 94102",(415) 392-9222,Yes,No,No,Street,Yes,No,No,No,No,No,Lunch,Yes,No,Casual,Casual,Average,No,No,No,
497,The Blue Fig,https://www.yelp.com/ /biz/the-blue-fig-san-francisco,"Coffee & Tea,Breakfast & Brunch",Under $10,3.5 star rating,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:30 am-7:00 pm,7:30 am-7:00 pm,"990 Valencia StSan Francisco, CA 94110",(415) 875-9622,Yes,No,,"Garage, Street",Yes,Yes,Free,No,No,No,"Breakfast, Brunch",Yes,No,Casual,Casual,Average,No,No,No,
498,Viking’s Giant Submarines,https://www.yelp.com/ /biz/vikings-giant-submarines-san-francisco-3,"Burgers,Sandwiches",Under $10,4.0 star rating,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-6:00 pm,11:00 am-4:00 pm,Closed,"2906 Diamond StSan Francisco, CA 94131",(415) 586-5333,Yes,Yes,No,Street,Yes,No,No,No,No,No,Lunch,Yes,No,Casual,Casual,Quiet,No,No,No,No
499,Chapter 2 Coffee,https://www.yelp.com/ /biz/chapter-2-coffee-san-francisco,"Coffee & Tea,Cafes",Under $10,5.0 star rating,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,Closed,Closed,"411 Sansome StSan Francisco, CA 94111",,No,Yes,,,,No,Free,,No,No,,Yes,Yes,Casual,,,No,Yes,No,
500,Bazaar Cafe,https://www.yelp.com/ /biz/bazaar-cafe-san-francisco,"Coffee & Tea,American (New)",Under $10,4.0 star rating,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,"5927 California StSan Francisco, CA 94121",(415) 831-5620,Yes,Yes,Yes,Street,Yes,Yes,Free,No,No,No,Lunch,Yes,Yes,Casual,Casual,Quiet,Beer & Wine Only,No,No,
501,Progressive Grounds,https://www.yelp.com/ /biz/progressive-grounds-san-francisco,"Coffee & Tea,Sandwiches",Under $10,4.0 star rating,6:30 am-8:00 pm,6:30 am-8:00 pm,6:30 am-8:00 pm,6:30 am-8:00 pm,6:30 am-8:00 pm,7:30 am-8:00 pm,7:30 am-8:00 pm,"400 Cortland AveSan Francisco, CA 94110",(415) 282-6233,Yes,Yes,No,Street,Yes,Yes,Free,Yes,No,No,"Breakfast, Lunch",Yes,Yes,Casual,Casual,Average,No,No,No,
502,Estela’s Fresh Sandwiches,https://www.yelp.com/ /biz/estelas-fresh-sandwiches-san-francisco-2,"Sandwiches,Juice Bars & Smoothies",Under $10,4.0 star rating,7:00 am-5:00 pm,7:00 am-5:00 pm,7:00 am-5:00 pm,7:00 am-5:00 pm,7:00 am-4:00 pm,7:00 am-4:00 pm,7:00 am-4:00 pm,"891 Bush StSan Francisco, CA 94108",(415) 440-9500,Yes,Yes,,Street,Yes,Yes,Free,Yes,No,No,"Breakfast, Lunch",Yes,No,Casual,Casual,Average,No,No,No,
503,Diju Jewelery,https://www.yelp.com/ /biz/diju-jewelery-san-francisco,"Watch Repair,Jewelry",Inexpensive,5.0 star rating,9:30 am-6:30 pm,9:30 am-6:30 pm,9:30 am-6:30 pm,9:30 am-6:30 pm,9:30 am-6:30 pm,9:30 am-6:30 pm,Closed,"3247 24th StSan Francisco, CA 94110",(415) 814-3644,,Yes,Yes,Street,Yes,,,,,,,,,,,,,,,
504,Portal’s Tavern,https://www.yelp.com/ /biz/portals-tavern-san-francisco,"Pubs,Sports Bars",Inexpensive,4.0 star rating,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,"179 West Portal AveSan Francisco, CA 94127",(415) 731-1208,,No,,Street,Yes,Yes,,,No,,,,Yes,,Divey,Average,Full Bar,Yes,,
505,Sheboygan Bratwurst Stands,https://www.yelp.com/ /biz/sheboygan-bratwurst-stands-san-francisco,"Food Stands,Hot Dogs",Under $10,4.5 star rating,,,,,,,,"24 Willie Mays PlzSan Francisco, CA 94107",(888) 966-6966,Yes,Yes,,Street,Yes,Yes,Free,No,No,No,"Lunch, Dinner",Yes,Yes,Casual,,Very Loud,Beer & Wine Only,Yes,No,
506,Mint Cafe,https://www.yelp.com/ /biz/mint-cafe-san-francisco,Sandwiches,Under $10,4.0 star rating,8:00 am-3:30 pm,8:00 am-3:30 pm,8:00 am-3:30 pm,8:00 am-3:30 pm,8:00 am-3:30 pm,Closed,Closed,"400 Mcallister StSan Francisco, CA 94102",(415) 431-6468,Yes,Yes,,Street,Yes,No,No,No,No,No,"Breakfast, Lunch",Yes,Yes,Casual,Casual,Quiet,No,No,No,
507,Geary Club,https://www.yelp.com/ /biz/geary-club-san-francisco,Dive Bars,Inexpensive,4.0 star rating,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,10:00 am-2:00 am,6:00 am-2:00 am,6:00 am-2:00 am,"768 Geary StSan Francisco, CA 94109",(415) 928-4516,,No,No,Street,No,No,,,No,,,,No,,Divey,Quiet,Full Bar,Yes,,
508,Active Nutrition,https://www.yelp.com/ /biz/active-nutrition-san-francisco,"Health Markets,Vitamins & Supplements",Inexpensive,5.0 star rating,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-8:00 pm,10:00 am-7:00 pm,11:00 am-6:00 pm,"2275 Market StSan Francisco, CA 94114",(415) 255-2844,No,Yes,,Street,Yes,,,,,,,,,,,,,,,
509,Nizario’s Pizza,https://www.yelp.com/ /biz/nizarios-pizza-san-francisco,Pizza,Under $10,3.5 star rating,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,"4077 18th StSan Francisco, CA 94114",(415) 487-0777,Yes,Yes,No,Street,Yes,No,No,No,No,Yes,Late Night,Yes,No,Casual,Casual,Loud,No,Yes,No,
510,Showdown,https://www.yelp.com/ /biz/showdown-san-francisco-2,Bars,Inexpensive,4.0 star rating,5:00 pm-10:00 pm,5:00 pm-12:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,8:00 pm-2:00 am,8:00 pm-2:00 am,"10 6th StSan Francisco, CA 94103",(415) 503-0684,,Yes,No,Street,No,No,,,No,,,,Yes,,Casual,Loud,Full Bar,Yes,,
511,Yo Soy Café Guatemalteco,https://www.yelp.com/ /biz/yo-soy-caf%C3%A9-guatemalteco-san-francisco,Cafes,Under $10,4.5 star rating,5:30 am-8:00 pm,5:30 am-8:00 pm,5:30 am-8:00 pm,5:30 am-8:00 pm,5:30 am-5:00 pm,7:00 am-2:00 pm,7:00 am-2:00 pm,"4794 Mission StSan Francisco, CA 94112",(415) 466-6900,Yes,Yes,,,No,No,Free,,No,No,Breakfast,Yes,Yes,Casual,Casual,Quiet,No,No,Yes,
