id,title,yelpPage,categories,price,rating,mon,tue,wed,thu,fri,sat,sun,addr,phone,takeout,creditCard,applePay,parking,bikeParking,outdoorSeating,wifi,caters,reservations,delivery,goodFor,goodForKids,goodForGroups,attire,ambience,noiseLevel,alcohol,hasTV,waiterService,driveThrough
257,The Mix,https://www.yelp.com/ /biz/the-mix-san-francisco,"Gay Bars,Dance Clubs",Inexpensive,4.0 star rating,6:00 am-2:00 am,6:00 am-2:00 am,6:00 am-2:00 am,6:00 am-2:00 am,6:00 am-2:00 am,6:00 am-2:00 am,6:00 am-2:00 am,"4086 18th StSan Francisco, CA 94114",(415) 431-8616,,No,No,Street,Yes,Yes,,,No,,,,Yes,,Casual,Average,Full Bar,Yes,,
258,Sutter St. Cafe,https://www.yelp.com/ /biz/sutter-st-cafe-san-francisco,"Cafes,Delis",Under $10,4.5 star rating,7:00 am-5:30 pm,7:00 am-5:30 pm,7:00 am-5:30 pm,7:00 am-5:30 pm,7:00 am-5:30 pm,Closed,Closed,"450 Sutter StSan Francisco, CA 94108",(415) 362-8342,Yes,Yes,No,Garage,Yes,No,Free,Yes,No,No,"Breakfast, Lunch",Yes,No,Casual,Casual,Average,No,No,Yes,
259,El Rincón Yucateco,https://www.yelp.com/ /biz/el-rinc%C3%B3n-yucateco-san-francisco-3,Mexican,Under $10,4.5 star rating,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-12:00 am,10:00 am-11:00 pm,"491 O&#39;farrell StSan Francisco, CA 94102",(415) 872-9231,Yes,Yes,,Street,Yes,No,No,Yes,No,No,Lunch,Yes,No,Casual,Divey,Average,No,Yes,Yes,
260,Taqueria Guadalajara,https://www.yelp.com/ /biz/taqueria-guadalajara-san-francisco,Mexican,Under $10,4.0 star rating,9:30 am-2:00 am,9:30 am-2:00 am,9:30 am-2:00 am,9:30 am-2:00 am,9:30 am-4:00 am,9:30 am-4:00 am,9:30 am-2:00 am,"4798 Mission StSan Francisco, CA 94112",(415) 469-5480,Yes,Yes,No,Street,Yes,No,No,No,No,No,"Lunch, Dinner, Late Night",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,
261,Hole In The Wall Coffee,https://www.yelp.com/ /biz/hole-in-the-wall-coffee-san-francisco,Coffee & Tea,Inexpensive,4.5 star rating,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,"524 Union StSan Francisco, CA 94133",(415) 810-2092,Yes,Yes,Yes,Street,Yes,Yes,Free,,,,,,,,,,,,,
262,Mission Bar,https://www.yelp.com/ /biz/mission-bar-san-francisco,"Dive Bars,Pubs",Inexpensive,4.0 star rating,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,3:00 pm-2:00 am,2:00 pm-2:00 am,2:00 pm-2:00 am,"2695 Mission StSan Francisco, CA 94110",(415) 647-2300,,No,No,Street,Yes,No,,,No,,,,Yes,,Hipster,Average,Full Bar,Yes,,
263,farm : table,https://www.yelp.com/ /biz/farm-table-san-francisco,"Coffee & Tea,Breakfast & Brunch",Under $10,4.0 star rating,8:00 am-12:00 pm,7:30 am-2:00 pm,7:30 am-2:00 pm,7:30 am-2:00 pm,7:30 am-2:00 pm,8:00 am-3:00 pm,8:00 am-3:00 pm,"754 Post StSan Francisco, CA 94109",,Yes,Yes,Yes,Street,Yes,Yes,No,No,No,No,"Breakfast, Brunch",No,No,Casual,Casual,Average,No,No,No,
264,Hoang Dat Coffee Shop,https://www.yelp.com/ /biz/hoang-dat-coffee-shop-san-francisco,"Vietnamese,Sandwiches,Coffee & Tea",Under $10,4.5 star rating,7:30 am-4:00 pm,7:30 am-4:00 pm,7:30 am-4:00 pm,7:30 am-4:00 pm,7:30 am-4:00 pm,7:30 am-4:00 pm,7:30 am-4:00 pm,"930 Geary StSan Francisco, CA 94109",(415) 923-5254,Yes,No,No,Street,Yes,No,No,No,No,No,Lunch,Yes,Yes,Casual,Divey,Average,No,Yes,,
265,Sun Rise Restaurant,https://www.yelp.com/ /biz/sun-rise-restaurant-san-francisco-2,"Latin American,Breakfast & Brunch",Under $10,4.0 star rating,7:00 am-3:00 pm,Closed,7:00 am-3:00 pm,7:00 am-3:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-3:00 pm,"3126 24th StSan Francisco, CA 94110",(415) 206-1219,Yes,Yes,,Street,Yes,No,Free,Yes,No,No,"Breakfast, Brunch",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Yes,
266,Eddie’s Cafe,https://www.yelp.com/ /biz/eddies-cafe-san-francisco,"Soul Food,Breakfast & Brunch,Cafes",Under $10,4.0 star rating,7:30 am-3:30 pm,7:30 am-3:30 pm,7:30 am-3:30 pm,7:30 am-3:30 pm,7:30 am-3:30 pm,7:30 am-3:30 pm,8:30 am-3:30 pm,"800 Divisadero StSan Francisco, CA 94117",(415) 563-9780,Yes,No,No,Street,Yes,No,No,No,No,No,"Breakfast, Brunch",Yes,No,Casual,Casual,Average,No,No,Yes,
267,Mexico Tipico,https://www.yelp.com/ /biz/mexico-tipico-san-francisco-2,Mexican,Under $10,4.5 star rating,8:30 am-12:00 am,8:30 am-12:00 am,8:30 am-12:00 am,8:30 am-12:00 am,8:30 am-3:00 am,8:30 am-3:00 am,8:30 am-12:00 am,"4581 Mission StSan Francisco, CA 94112",(415) 337-7562,Yes,Yes,No,Street,Yes,No,No,Yes,No,No,"Lunch, Dinner, Late Night",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,
268,Amnesia,https://www.yelp.com/ /biz/amnesia-san-francisco,"Dive Bars,Music Venues",Inexpensive,4.0 star rating,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,4:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,"853 Valencia StSan Francisco, CA 94110",,,No,,Street,Yes,No,,,No,,,No,Yes,,Hipster,Loud,Beer & Wine Only,No,,
269,The Codmother Fish and Chips,https://www.yelp.com/ /biz/the-codmother-fish-and-chips-san-francisco,"British,Fish & Chips,Seafood",Under $10,4.5 star rating,11:30 am-5:00 pm,Closed,11:30 am-5:00 pm,11:30 am-5:00 pm,11:30 am-5:00 pm,11:30 am-5:00 pm,11:30 am-5:00 pm,"496 Beach StSan Francisco, CA 94133",(415) 606-9349,Yes,Yes,No,Street,Yes,Yes,No,No,No,No,Lunch,Yes,Yes,Casual,Casual,Average,No,No,No,
270,Swich,https://www.yelp.com/ /biz/swich-san-francisco,"Ice Cream & Frozen Yogurt,Sandwiches,Bakeries",Under $10,4.0 star rating,8:00 am-5:00 pm,Closed,Closed,8:00 am-5:00 pm,8:00 am-10:00 pm,8:30 am-10:00 pm,8:30 am-9:00 pm,"2045 Irving StSan Francisco, CA 94122",(415) 592-8091,Yes,Yes,Yes,Street,Yes,No,Free,No,No,No,"Breakfast, Dessert",Yes,Yes,Casual,"Hipster, Casual",Quiet,No,No,No,
271,Pacific Plaza Cafe,https://www.yelp.com/ /biz/pacific-plaza-cafe-san-francisco,Sandwiches,Under $10,4.5 star rating,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,7:00 am-3:30 pm,Closed,Closed,"1338 Franklin StSan Francisco, CA 94109",(415) 928-8999,Yes,Yes,No,Street,Yes,No,No,Yes,No,No,Lunch,Yes,Yes,Casual,Casual,Average,No,No,No,
272,Boba Guys,https://www.yelp.com/ /biz/boba-guys-san-francisco-4,"Coffee & Tea,Bubble Tea",Inexpensive,4.0 star rating,Closed,12:00 pm-9:00 pm,12:00 pm-9:00 pm,12:00 pm-9:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-6:00 pm,"3491 19th StSan Francisco, CA 94110",(415) 967-2622,Yes,Yes,No,Street,Yes,Yes,No,No,,,,,,,,,,,,
273,JapaCurry Truck,https://www.yelp.com/ /biz/japacurry-truck-san-francisco,"Food Trucks,Japanese Curry",Under $10,4.0 star rating,11:30 am-1:30 pm,11:30 am-1:30 pm,11:30 am-1:30 pm,11:30 am-1:30 pm,11:30 am-1:30 pm,Closed,Closed,"San Francisco, CA 94103",(415) 290-8857,Yes,No,No,Street,No,No,No,No,No,No,Lunch,Yes,Yes,Casual,Casual,Average,No,No,No,
274,Los Panchos,https://www.yelp.com/ /biz/los-panchos-san-francisco,Mexican,Under $10,4.0 star rating,11:00 am-2:30 am,11:00 am-2:30 am,11:00 am-2:30 am,11:00 am-2:30 am,11:00 am-3:30 am,11:00 am-3:30 am,11:00 am-2:30 am,"3206 Mission StSan Francisco, CA 94110",(415) 285-1033,Yes,Yes,No,Street,Yes,No,No,No,No,No,"Dinner, Late Night",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Yes,
275,Lava Java,https://www.yelp.com/ /biz/lava-java-san-francisco,"Coffee & Tea,Breakfast & Brunch",Under $10,4.0 star rating,6:30 am-6:00 pm,6:30 am-6:00 pm,6:30 am-6:00 pm,6:30 am-6:00 pm,6:30 am-6:00 pm,6:30 am-6:00 pm,7:00 am-6:00 pm,"852 Stanyan StSan Francisco, CA 94117",(415) 751-7375,Yes,No,No,Street,Yes,Yes,Free,No,No,No,"Breakfast, Lunch",Yes,No,Casual,Casual,Quiet,No,No,No,
276,Opa,https://www.yelp.com/ /biz/opa-san-francisco,"Beer, Wine & Spirits,Mediterranean",Under $10,4.0 star rating,7:30 am-10:00 pm,7:30 am-10:00 pm,7:30 am-10:00 pm,7:30 am-10:00 pm,7:30 am-10:00 pm,8:00 am-10:00 pm,9:00 am-9:00 pm,"2401 Post StSan Francisco, CA 94115",(415) 913-7745,Yes,Yes,No,Street,No,No,Free,Yes,No,No,Lunch,Yes,No,Casual,Casual,Average,Full Bar,Yes,No,
277,Latin American Club,https://www.yelp.com/ /biz/latin-american-club-san-francisco,Bars,Inexpensive,4.0 star rating,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,5:00 pm-2:00 am,3:00 pm-2:00 am,2:00 pm-2:00 am,"3286 22nd StSan Francisco, CA 94110",(415) 647-2732,,No,No,Street,Yes,No,,,No,,,,Yes,,Divey,Loud,Full Bar,No,,
278,Steep,https://www.yelp.com/ /biz/steep-san-francisco-2,"Coffee & Tea,Bubble Tea,Juice Bars & Smoothies",Inexpensive,4.5 star rating,8:00 am-5:30 pm,8:00 am-5:30 pm,8:00 am-5:30 pm,8:00 am-5:30 pm,8:00 am-5:30 pm,11:00 am-5:00 pm,11:00 am-5:00 pm,"240 Ritch StSan Francisco, CA 94107",(415) 828-8785,Yes,Yes,Yes,Street,Yes,Yes,Free,No,,,,,,,,,,,,
279,Gestalt Haus,https://www.yelp.com/ /biz/gestalt-haus-san-francisco,"Bars,German,Sandwiches",Under $10,4.0 star rating,12:00 pm-1:00 am,12:00 pm-1:00 am,12:00 pm-1:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-1:00 am,"3159 16th StSan Francisco, CA 94110",(415) 655-9935,No,No,No,Street,Yes,No,No,No,No,No,Late Night,No,Yes,Casual,Hipster,Loud,Beer & Wine Only,Yes,No,
280,Boba Guys,https://www.yelp.com/ /biz/boba-guys-san-francisco-6,"Coffee & Tea,Bubble Tea,Desserts",Inexpensive,4.0 star rating,Closed,8:00 am-9:00 pm,8:00 am-9:00 pm,8:00 am-9:00 pm,8:00 am-10:00 pm,12:00 pm-10:00 pm,12:00 pm-6:00 pm,"429 Stockton StSan Francisco, CA 94108",,Yes,Yes,No,,Yes,No,No,No,,,,,,,,,,,,
281,Mazarine Coffee,https://www.yelp.com/ /biz/mazarine-coffee-san-francisco-2,"Coffee & Tea,Breakfast & Brunch,Beer, Wine & Spirits",Under $10,4.0 star rating,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,8:00 am-5:00 pm,8:00 am-5:00 pm,"720 Market StSan Francisco, CA 94102",(415) 398-7700,Yes,Yes,No,Street,Yes,Yes,Free,Yes,No,No,Breakfast,No,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,
282,Antigua Coffee Shop,https://www.yelp.com/ /biz/antigua-coffee-shop-san-francisco,Coffee & Tea,Inexpensive,4.5 star rating,6:00 am-7:00 pm,6:00 am-7:00 pm,6:00 am-7:00 pm,6:00 am-7:00 pm,6:00 am-7:00 pm,6:00 am-6:00 pm,6:00 am-6:00 pm,"1131 Taraval StSan Francisco, CA 94116",(415) 683-3259,Yes,Yes,Yes,Street,Yes,No,Free,Yes,,,,,,,,,,,,
283,Jenny’s Burgers,https://www.yelp.com/ /biz/jennys-burgers-san-francisco,"American (Traditional),Burgers,Sandwiches",Under $10,4.0 star rating,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-8:30 pm,"1233 9th AveSan Francisco, CA 94122",(415) 753-1453,,,No,Street,Yes,,No,No,,No,"Lunch, Dinner",Yes,No,Casual,Casual,Average,No,No,No,No
284,JB’s Place,https://www.yelp.com/ /biz/jbs-place-san-francisco,"Sandwiches,Diners",Under $10,4.0 star rating,5:30 am-4:00 pm,5:30 am-4:00 pm,5:30 am-4:00 pm,5:30 am-4:00 pm,5:30 am-4:00 pm,Closed,Closed,"1435 17th StSan Francisco, CA 94107",(415) 626-7973,Yes,Yes,No,Street,Yes,Yes,No,Yes,No,No,"Breakfast, Lunch",Yes,No,Casual,Casual,Average,Beer & Wine Only,Yes,No,
285,Peet’s Coffee,https://www.yelp.com/ /biz/peets-coffee-san-francisco-20,Coffee & Tea,Inexpensive,4.0 star rating,5:30 am-8:00 pm,5:30 am-8:00 pm,5:30 am-8:00 pm,5:30 am-8:00 pm,5:30 am-8:00 pm,6:00 am-8:00 pm,6:00 am-8:00 pm,"310 Broderick StSan Francisco, CA 94107",(415) 593-8830,Yes,Yes,Yes,Private Lot,Yes,Yes,Free,,,,,,,,,,,,,
286,Curry Up Now,https://www.yelp.com/ /biz/curry-up-now-san-francisco-5,"Indian,Vegetarian,Gluten-Free",Under $10,3.5 star rating,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-11:00 pm,11:30 am-11:00 pm,11:30 am-10:00 pm,"659 Valencia StSan Francisco, CA 94110",(628) 777-2276,Yes,Yes,No,Street,Yes,Yes,Free,Yes,No,Yes,Lunch,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,
287,Golden Boy Pizza,https://www.yelp.com/ /biz/golden-boy-pizza-san-francisco,"Pizza,Italian",Under $10,4.5 star rating,11:30 am-11:30 pm,11:30 am-11:30 pm,11:30 am-11:30 pm,11:30 am-11:30 pm,11:30 am-2:30 am,11:30 am-2:30 am,11:30 am-11:30 pm,"542 Green StSan Francisco, CA 94133",(415) 982-9738,Yes,No,No,Street,Yes,No,No,Yes,No,No,"Lunch, Dinner, Late Night",Yes,No,Casual,Casual,Average,Beer & Wine Only,Yes,No,
288,Stanza Coffee,https://www.yelp.com/ /biz/stanza-coffee-san-francisco,"Cafes,Coffee & Tea",Under $10,4.0 star rating,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,8:00 am-6:00 pm,8:00 am-6:00 pm,"3126 16th StSan Francisco, CA 94103",(415) 553-8966,Yes,Yes,No,Street,Yes,Yes,Free,No,No,No,Breakfast,No,Yes,Casual,Casual,Average,No,No,No,
289,La Corneta Taqueria,https://www.yelp.com/ /biz/la-corneta-taqueria-san-francisco-2,Mexican,Under $10,4.0 star rating,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,11:00 am-9:00 pm,"2834 Diamond StSan Francisco, CA 94131",(415) 469-8757,Yes,No,No,Street,Yes,No,No,Yes,No,No,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,
290,Il Canto Cafe,https://www.yelp.com/ /biz/il-canto-cafe-san-francisco-2,"Coffee & Tea,Cafes",Under $10,4.5 star rating,6:00 am-2:30 pm,6:00 am-2:30 pm,6:00 am-2:30 pm,6:00 am-2:30 pm,6:00 am-2:30 pm,Closed,Closed,"275 Battery StSan Francisco, CA 94111",(415) 986-6565,Yes,Yes,No,,Yes,No,No,No,No,No,"Breakfast, Lunch",Yes,No,Casual,Casual,Average,No,No,No,
291,Knockout,https://www.yelp.com/ /biz/knockout-san-francisco,"Dive Bars,Dance Clubs",Inexpensive,4.0 star rating,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,6:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,5:00 pm-2:00 am,"3223 Mission StSan Francisco, CA 94110",(415) 550-6994,,Yes,No,Street,Yes,No,,,No,,,,Yes,,Hipster,Very Loud,Full Bar,Yes,,
292,The Chai Cart,https://www.yelp.com/ /biz/the-chai-cart-san-francisco-5,"Coffee & Tea,Street Vendors,Caterers",Inexpensive,4.5 star rating,8:00 am-4:00 pm,8:00 am-4:00 pm,8:00 am-4:00 pm,8:00 am-4:00 pm,8:00 am-4:00 pm,Closed,Closed,"545 Market StSan Francisco, CA 94105",(415) 735-4519,Yes,Yes,No,Street,Yes,No,Free,,,No,,,,,,,No,,,
293,Angel Cafe &amp; Deli,https://www.yelp.com/ /biz/angel-cafe-and-deli-san-francisco,"Coffee & Tea,Sandwiches",Under $10,4.0 star rating,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,8:00 am-5:00 pm,8:00 am-3:00 pm,"700 Geary StSan Francisco, CA 94109",(415) 931-3467,Yes,Yes,Yes,Street,Yes,Yes,Free,Yes,Yes,No,"Breakfast, Lunch",Yes,No,Casual,Casual,Quiet,No,Yes,No,
294,Beanery,https://www.yelp.com/ /biz/beanery-san-francisco,Coffee & Tea,Inexpensive,4.0 star rating,6:00 am-6:00 pm,6:00 am-6:00 pm,6:00 am-6:00 pm,6:00 am-6:00 pm,6:00 am-6:00 pm,6:00 am-6:00 pm,7:00 am-6:00 pm,"1307 9th AveSan Francisco, CA 94122",(415) 661-1255,Yes,Yes,No,Street,Yes,Yes,Free,No,,,,,,,,,,,,
295,Cafe La Vie,https://www.yelp.com/ /biz/cafe-la-vie-san-francisco,"Coffee & Tea,Bagels",Inexpensive,4.0 star rating,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-6:00 pm,8:00 am-6:00 pm,"514 Octavia StSan Francisco, CA 94102",(415) 621-6877,Yes,Yes,No,"Garage, Street",Yes,Yes,Free,,,,,,,,,,,,,
296,Yamo,https://www.yelp.com/ /biz/yamo-san-francisco,"Burmese,Chinese",Under $10,3.5 star rating,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,11:00 am-9:30 pm,Closed,"3406 18th StSan Francisco, CA 94110",(415) 553-8911,Yes,No,No,Street,Yes,No,No,No,No,No,"Lunch, Dinner",No,No,Casual,Divey,Average,No,No,No,
297,George And Lennie,https://www.yelp.com/ /biz/george-and-lennie-san-francisco,Coffee & Tea,Inexpensive,4.5 star rating,7:30 am-4:00 pm,7:30 am-4:00 pm,7:30 am-4:00 pm,7:30 am-4:00 pm,7:30 am-4:00 pm,8:00 am-4:00 pm,Closed,"277 Golden Gate AveSan Francisco, CA 94102",,Yes,Yes,Yes,,Yes,No,No,No,,,,,,,,,,,,
298,Atlas Cafe,https://www.yelp.com/ /biz/atlas-cafe-san-francisco,"Sandwiches,Breakfast & Brunch,Cafes",Under $10,4.0 star rating,6:30 am-10:00 pm,6:30 am-10:00 pm,6:30 am-10:00 pm,6:30 am-10:00 pm,6:30 am-10:00 pm,8:00 am-8:00 pm,8:00 am-8:00 pm,"3049 20th StSan Francisco, CA 94110",(415) 648-1047,Yes,Yes,No,Street,Yes,Yes,Free,No,No,No,Lunch,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,
299,Tommy’s Joynt,https://www.yelp.com/ /biz/tommys-joynt-san-francisco,"American (Traditional),Bars,Breakfast & Brunch",Under $10,4.0 star rating,10:00 am-1:30 am,10:00 am-1:30 am,10:00 am-1:30 am,10:00 am-1:30 am,10:00 am-1:30 am,10:00 am-1:30 am,10:00 am-1:30 am,"1101 Geary BlvdSan Francisco, CA 94109",(415) 775-4216,Yes,No,No,Street,No,No,No,No,No,No,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,Full Bar,Yes,Yes,
300,Cento,https://www.yelp.com/ /biz/cento-san-francisco,Coffee & Tea,Inexpensive,4.5 star rating,8:00 am-4:00 pm,8:00 am-4:00 pm,8:00 am-4:00 pm,8:00 am-4:00 pm,8:00 am-4:00 pm,9:00 am-2:00 pm,Closed,"372 Ritch StSan Francisco, CA 94107",,No,No,No,Street,Yes,Yes,No,,,,,,,,,,,,,
301,Kissako Tea,https://www.yelp.com/ /biz/kissako-tea-san-francisco-2,"Tea Rooms,Sushi Bars,Ice Cream & Frozen Yogurt",Under $10,4.0 star rating,Closed,11:30 am-6:00 pm,11:30 am-6:00 pm,11:30 am-6:00 pm,11:30 am-9:00 pm,11:30 am-9:00 pm,11:30 am-6:00 pm,,(415) 567-4988,Yes,Yes,No,"Garage, Street",Yes,No,No,,No,No,,Yes,Yes,Casual,,,,No,,
302,Panini,https://www.yelp.com/ /biz/panini-san-francisco,"Coffee & Tea,Sandwiches",Under $10,4.0 star rating,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,8:00 am-7:00 pm,8:00 am-7:00 pm,"1457 Haight StSan Francisco, CA 94117",(415) 552-8057,Yes,Yes,,Street,Yes,No,Free,Yes,No,No,Lunch,Yes,No,Casual,Casual,Average,No,No,No,
303,Cantata Coffee Company,https://www.yelp.com/ /biz/cantata-coffee-company-san-francisco,Coffee & Tea,Inexpensive,4.0 star rating,7:30 am-8:00 pm,7:30 am-8:00 pm,7:30 am-8:00 pm,7:30 am-8:00 pm,7:30 am-8:00 pm,7:30 am-8:00 pm,7:30 am-8:00 pm,"1708 Haight StSan Francisco, CA 94117",(415) 221-5555,Yes,Yes,No,Street,Yes,Yes,No,,,,,,,,,,,,,
304,The Sandwich Spot,https://www.yelp.com/ /biz/the-sandwich-spot-san-francisco-2,"Sandwiches,Delis,Cafes",Under $10,4.0 star rating,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,10:00 am-5:00 pm,"3213 Pierce StSan Francisco, CA 94123",(415) 829-2587,Yes,Yes,Yes,"Garage, Street",Yes,Yes,Free,Yes,No,No,Lunch,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,
305,The Pig &amp; Whistle,https://www.yelp.com/ /biz/the-pig-and-whistle-san-francisco,"Pubs,British",Under $10,4.0 star rating,11:30 am-2:00 am,11:30 am-2:00 am,11:30 am-2:00 am,11:30 am-2:00 am,11:30 am-2:00 am,11:30 am-2:00 am,11:30 am-2:00 am,"2801 Geary BlvdSan Francisco, CA 94118",(415) 885-4779,Yes,Yes,No,Street,Yes,No,No,No,No,No,,No,Yes,Casual,Casual,Loud,Full Bar,Yes,Yes,
306,Halal Wings Plus,https://www.yelp.com/ /biz/halal-wings-plus-san-francisco-2,"Burgers,Chicken Wings,Halal",Under $10,4.0 star rating,11:30 am-11:00 pm,11:30 am-11:00 pm,11:30 am-11:00 pm,11:30 am-11:00 pm,11:30 am-12:00 am,11:30 am-12:00 am,12:00 pm-10:00 pm,"533 Jones StSan Francisco, CA 94102",(415) 440-7786,Yes,Yes,No,Street,Yes,Yes,No,Yes,No,No,"Lunch, Dinner, Late Night",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,No
307,Flywheel Coffee Roasters,https://www.yelp.com/ /biz/flywheel-coffee-roasters-san-francisco,Coffee & Tea,Inexpensive,4.0 star rating,6:00 am-7:00 pm,6:00 am-7:00 pm,6:00 am-7:00 pm,6:00 am-7:00 pm,6:00 am-7:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,"672 Stanyan StSan Francisco, CA 94117",(415) 682-4023,Yes,Yes,Yes,Street,Yes,Yes,Free,No,,,,,,,,,,,,
308,Roxie’s Market &amp; Deli,https://www.yelp.com/ /biz/roxies-market-and-deli-san-francisco,"Sandwiches,Grocery,Beer, Wine & Spirits",Under $10,4.0 star rating,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,7:00 am-9:00 pm,"500 Kirkham StSan Francisco, CA 94122",(415) 731-0982,Yes,Yes,,"Street, Private Lot",Yes,No,No,No,No,No,Lunch,Yes,No,Casual,Casual,Average,Full Bar,No,No,
309,Golden Gate Market Deli &amp; Liquor,https://www.yelp.com/ /biz/golden-gate-market-deli-and-liquor-san-francisco-2,"Delis,Beer, Wine & Spirits",Under $10,4.5 star rating,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-10:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,10:00 am-10:00 pm,"2767 Lombard StSan Francisco, CA 94123",(415) 346-6052,Yes,Yes,No,Street,Yes,No,Free,No,No,No,Lunch,Yes,No,Casual,Casual,Average,Full Bar,No,No,
310,Cafe Bunn Mi,https://www.yelp.com/ /biz/cafe-bunn-mi-san-francisco,"Vietnamese,Sandwiches",Under $10,4.0 star rating,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,"417 Clement StSan Francisco, CA 94118",(415) 668-8908,Yes,No,No,Street,Yes,Yes,No,No,No,No,Lunch,Yes,No,Casual,Casual,Average,No,No,No,
311,Durty Nelly’s,https://www.yelp.com/ /biz/durty-nellys-san-francisco,"Irish,Irish Pub",Under $10,4.0 star rating,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,11:00 am-2:00 am,11:00 am-2:00 am,"2328 Irving StSan Francisco, CA 94122",(415) 664-2555,Yes,Yes,No,Street,Yes,No,Free,No,No,No,Dinner,No,Yes,Casual,Casual,Average,Full Bar,Yes,Yes,
312,El Tonayense Taco Truck,https://www.yelp.com/ /biz/el-tonayense-taco-truck-san-francisco-4,"Mexican,Food Trucks",Under $10,4.0 star rating,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,9:00 am-9:00 pm,"San Francisco, CA 94103",(415) 559-0404,Yes,Yes,,Street,Yes,No,Free,Yes,No,No,Lunch,Yes,Yes,Casual,Casual,Average,No,No,No,
