id,title,cuisine,phone,feature,zipcode,street_addr
2953,Maria Lee Makeup and Hair," Makeup Artists,Hair Salons,Eyelash Service",4159020625,"creditCard, bikeParking",94115,2074 Ellis street
2954,Le Colonial," Vietnamese,Venues & Event Spaces,French",4159313600,"reservations, creditCard, goodForGroups, outdoorSeating, waiterService, caters",94109,20 Cosmo Pl
2955,Sushi Hon," Japanese,Sushi Bars",4155254527,"reservations, creditCard, bikeParking, goodForGroups, outdoorSeating, hasTV, waiterService",94110,2598 Harrison Street
2956,El Mansour, Moroccan,4157512312,"reservations, creditCard, bikeParking, goodForKids, goodForGroups, waiterService",94121,3119 Clement street
2957,Hillstone," American (New),Diners,Wine Bars",4153929280,"reservations, creditCard, bikeParking, goodForGroups, outdoorSeating, hasTV, waiterService",94111,1800 Montgomery street
2958,Crustacean Restaurant," Asian Fusion,Vietnamese",4157762722,"reservations, takeout, creditCard, bikeParking, goodForGroups, waiterService",94109,1475 Polk street
2959,Scoma’s Restaurant," Seafood,Italian",4157714383,"reservations, takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, waiterService",94133,1965 Al Scoma Way
2960,The Italian Homemade Company, Italian,4156559325,"takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, caters",94123,1919 Union street
2961,San Jalisco, Mexican,4156488383,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, waiterService, caters",94110,901 S Van Ness avenue
2962,DAVIDsTEA," Tea Rooms,Coffee & Tea",4152850515,"takeout, creditCard, bikeParking, outdoorSeating",94114,3870 24th street
2963,Burma Superstar, Burmese,4153872147,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, waiterService",94118,309 Clement street
2964,Hopwater Distribution," American (Traditional),Beer Bar",,"creditCard, bikeParking, goodForGroups, hasTV",94108,850 Bush street
2965,Virgil’s Sea Room, Cocktail Bars,4158292233,"reservations, bikeParking, goodForGroups, outdoorSeating, hasTV",94110,3152 Mission street
2966,The Spice Jar," Asian Fusion,Seafood,Vegan",4158293668,"takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService",94110,2500 Bryant street
2967,Elephant Sushi, Sushi Bars,4153747186,"creditCard, waiterService",94109,705 Geary street
2968,Cafe de Casa," Coffee & Tea,Brazilian,Gluten-Free",4153451055,"takeout, creditCard, applePay, bikeParking, goodForKids, caters",94133,2701 Leavenworth street
2969,Bar 587," Lounges,Cocktail Bars",4158171712,"reservations, creditCard, bikeParking, goodForGroups, hasTV",94102,587 Post street
2970,Italian Homemade Company," Grocery,Italian,Pasta Shops",4157128874,"delivery, takeout, creditCard, applePay, bikeParking, goodForKids, outdoorSeating, caters",94133,716 Columbus avenue
2971,Pearl’s Deluxe Burgers, Burgers,4154096120,"takeout, bikeParking, goodForKids",94109,708 Post street
2972,Black Hammer Brewing," Breweries,Beer Bar",4157582223,"creditCard, bikeParking, goodForGroups, outdoorSeating, hasTV",94107,544 Bryant street
2973,Pakwan Restaurant - 16th Street," Indian,Pakistani",4152552440,"takeout, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV, caters",94103,3180-82 16th street
2974,Mercury Cafe," Coffee & Tea,Sandwiches",4152527855,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating",94102,201 Octavia boulevard
2975,The Homestead, Bars,4152824663,"creditCard, bikeParking, goodForGroups",94110,2301 Folsom street
2976,Big Rec Taproom," Beer Bar,Sports Bars,Burgers",4157963676,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, caters",94110,3066 24th street
2977,Thieves Tavern, Dive Bars,4152529082,"applePay, bikeParking, goodForGroups, hasTV",94103,496 14th street
2978,Snowbird Coffee," Coffee & Tea,Coffee Roasteries",4155737740,"takeout, creditCard, bikeParking",94122,1352 A 9th avenue
2979,Lime Tree Southeast Asian Kitchen," Singaporean,Malaysian,Indonesian",4156651415,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, waiterService",94122,450 Irving street
2980,Kebab King," Pakistani,Halal,Indian",4156741301,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, waiterService, caters",94115,1109 Fillmore street
2981,Pastel Brazzuca," Sandwiches,Brazilian,Breakfast & Brunch",4158007057,"takeout, creditCard, applePay, bikeParking, goodForKids, outdoorSeating, hasTV",94103,290 De Haro street
2982,Mellow’s Cafe," Coffee & Tea,Bakeries,Bagels",4157598955,"takeout, creditCard, bikeParking, outdoorSeating",94116,1400 Taraval street
2983,Bello Coffee &amp; Tea, Coffee & Tea,4155853457,"takeout, creditCard, applePay, bikeParking",94131,2885 Diamond street
2984,M &amp; C Market," Beer, Wine & Spirits,Delis,Sandwiches",4159209442,creditCard,94110,1200 Valencia street
2985,Donut World," Coffee & Tea,Donuts",4156654240,"takeout, bikeParking",94122,1399 9th avenue
2986,Fritas Tacos, Mexican,4155294000,"takeout, creditCard, goodForKids, goodForGroups, caters",94103,1900 Folsom street
2987,Cordon Bleu," Vietnamese,Asian Fusion",4156735637,"takeout, bikeParking, waiterService",94109,1574 California street
2988,Wild Side West," Gay Bars,Dive Bars",4156473099,"bikeParking, goodForGroups, outdoorSeating, hasTV",94110,424 Cortland avenue
2989,Joe’s Ice Cream," Ice Cream & Frozen Yogurt,Burgers,Hot Dogs",4157511950,"takeout, creditCard, bikeParking, goodForKids, goodForGroups",94121,5420 Geary boulevard
2990,Twisted Donuts and Coffee," Donuts,Coffee & Tea,Bakeries",4154635437,"takeout, creditCard, bikeParking",94122,1243 Noriega street
2991,Luv a Java, Coffee & Tea,4154016444,"takeout, creditCard, bikeParking",94114,1300 Dolores street
2992,Little Sweet," Bubble Tea,Coffee & Tea,Juice Bars & Smoothies",4157026763,"takeout, creditCard, bikeParking, outdoorSeating, caters",94118,3836 Geary boulevard
2993,Samovar Tea," Tea Rooms,Coffee & Tea,Cafes",4155536887,"takeout, creditCard, applePay, bikeParking, outdoorSeating, caters",94103,411 Valencia street
2994,The Little Shamrock, Pubs,4156610060,"bikeParking, goodForGroups, hasTV",94122,807 Lincoln Way
2995,La Oaxaqueña," Mexican,Desserts,Seafood",4156215446,"takeout, creditCard, goodForKids, waiterService",94110,2128 Mission street
2996,Peasant Pies Noe Valley," Soup,Gluten-Free,Vegetarian",4156421316,"delivery, takeout, creditCard, applePay, bikeParking, goodForKids, caters",94114,4108 24th street
2997,Underdog," Hot Dogs,American (Traditional),Breakfast & Brunch",4156658881,"reservations, delivery, takeout, creditCard, bikeParking, goodForKids, outdoorSeating, hasTV, caters",94122,1634 Irving street
2998,That’s It Market," Beer, Wine & Spirits,Sandwiches",4152859833,"takeout, creditCard, bikeParking, hasTV",94110,2699 Mission  street
2999,Metro Caffe," Burgers,Cheesesteaks,Hot Dogs",4156219536,"delivery, takeout, creditCard, applePay, bikeParking, goodForKids, outdoorSeating, hasTV",94117,247 Fillmore street
3000,Dapper Dog, Hot Dogs,4155536332,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating",94114,417 Castro street
3001,Assab Eritrean Restaurant," Ethiopian,Desserts",4154417083,"reservations, takeout, creditCard, bikeParking, goodForKids, goodForGroups, waiterService",94118,2845 Geary boulevard
3002,Aslam’s Rasoi," Indian,Pakistani",4156950599,"reservations, takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, waiterService, caters",94110,1037 Valencia street
3003,Jasmine Garden, Vietnamese,4158612682,"reservations, takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, waiterService, caters",94114,708 14th street
3004,Hogwash," Gastropubs,Beer Bar",4153615500,"takeout, creditCard, goodForGroups, hasTV",94102,582 Sutter street
3005,Mr Tipple’s Recording Studio," Cocktail Bars,Jazz & Blues",4158518561,"creditCard, bikeParking, goodForGroups",94102,39 Fell street
3006,The Lodge on Haight, American (Traditional),4158729502,"takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, hasTV",94117,400 Haight Street
3007,Universal Cafe," Breakfast & Brunch,American (New),Diners",4158214608,"reservations, takeout, creditCard, bikeParking, goodForKids, outdoorSeating, waiterService, caters",94110,2814 19th street
3008,NightLife," Museums,Bars",4153798000,"creditCard, bikeParking, goodForGroups",94118,55 Music Concourse Dr
3009,Rebecca Beeson Collection Tees, Women's Clothing,4158650471,creditCard,94103,1345 Howard street
