id,title,cuisine,phone,feature,zipcode,street_addr
390,Joy’s Place," Desserts,Coffee & Tea",4158171391,"takeout, creditCard, applePay",94109,611 Post street
391,Mission Hill Saloon, Dive Bars,4155525545,"bikeParking, goodForGroups, hasTV",94110,491 Potrero avenue
392,El Tomate Restaurant, Mexican,4154018766,"reservations, takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, waiterService",94110,2904 24th street
393,Pho Tan Hoa," Vietnamese,Noodles",4156733163,"takeout, goodForKids, goodForGroups, hasTV, waiterService",94102,431 Jones street
394,Blackthorn," Sports Bars,Pubs",4155646626,"creditCard, bikeParking, goodForGroups, outdoorSeating, hasTV",94122,834 Irving street
395,Cafe Algiers," Coffee & Tea,Sandwiches",4155128681,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating",94105,50 Beale street
396,iCafe San Francisco," Coffee & Tea,Bakeries",4153922682,"delivery, takeout, bikeParking, outdoorSeating, caters",94108,57 Walter U Lum Pl
397,Ha-Ra Club," Dive Bars,Social Clubs",4156733148,"creditCard, bikeParking, goodForGroups, hasTV",94109,875 Geary street
398,Batter Up," American (Traditional),Desserts",4152056032,"reservations, takeout, creditCard, goodForKids, goodForGroups, outdoorSeating",94112,888 Geneva avenue
399,540 Club, Bars,4157527276,"bikeParking, goodForGroups, outdoorSeating, hasTV",94118,540 Clement street
400,Brew Bros Cafe," Cafes,Breakfast & Brunch",4156559102,"takeout, creditCard, applePay, goodForKids, goodForGroups, hasTV",94109,1299 Pacific avenue
401,El Toro Taqueria, Mexican,4154313351,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, caters",94110,598 Valencia street
402,Aunt Charlie’s Lounge, Gay Bars,4154412922,"reservations, bikeParking, goodForGroups, hasTV",94102,133 Turk street
403,Balo Vietnamese Eatery," Vietnamese,Sandwiches",4155254923,"reservations, takeout, creditCard, bikeParking, goodForKids, caters",94102,426 Larkin street
404,El Taco Loco The Original, Mexican,4152827018,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV",94110,3274 24th street
405,Pete’s Barbeque, Barbeque,4158261009,"takeout, goodForKids, caters",94110,2399 Mission street
406,Taqueria El Castillito Star, Mexican,4158850866,"takeout, bikeParking, goodForKids, goodForGroups, hasTV",94102,250 Golden Gate avenue
407,Stella Pastry &amp; Cafe," Bakeries,Coffee & Tea",4159862914,"takeout, creditCard, bikeParking",94133,446 Columbus avenue
408,Silk Road," Russian,Asian Fusion,Uzbek",,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, caters",94132,3251 20th avenue
409,Coffee to the People, Coffee & Tea,4156262435,"takeout, creditCard, bikeParking",94117,1206 Masonic avenue
410,Clancey’s Market &amp; Deli," Grocery,Delis,Sandwiches",4156819569,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating, hasTV",94122,3960 Irving street
411,El Salvador, Salvadoran,4158646668,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, waiterService",94110,2278 Mission street
412,Happy Donuts," Donuts,Bakeries,Coffee & Tea",4152855890,"takeout, bikeParking",94114,3801 24th street
413,Pilsner Inn, Gay Bars,4156217058,"bikeParking, goodForGroups, outdoorSeating, hasTV",94114,225 Church street
414,Panucho’s, Mexican,4157887034,"takeout, creditCard, goodForKids, caters",94133,620 Broadway
415,Macha Cafe," Coffee & Tea,Sandwiches,Cafes",4155638079,"takeout, bikeParking, goodForKids, hasTV, caters",94109,1355 Sutter street
416,El Rancho Grande," Tex-Mex,Mexican",4156738226,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV",94117,855 Divisadero street
417,El Farolito, Mexican,4153375500,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV",94112,4817 Mission street
418,Café UB," Coffee & Tea,Cafes",4155528378,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating, caters",94114,3901 18th street
419,Tasty Coffee," Coffee & Tea,Breakfast & Brunch,Sandwiches",4155858853,"takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV",94112,1818 San Jose avenue
420,Martha &amp; Brothers Coffee, Coffee & Tea,4156414433,"takeout, creditCard, bikeParking, outdoorSeating",94114,3868 24th street
421,Jackson Place Cafe," Italian,Breakfast & Brunch,Cafes",4152254891,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating, caters",94111,633 Battery street
422,Doc’s Clock, Cocktail Bars,4158243627,"bikeParking, goodForGroups, hasTV",94110,2575 Mission street
423,The Love of Ganesha, Gift Shops,4158630999,"creditCard, bikeParking",94117,1573 Haight street
424,The Dosa Brothers," Street Vendors,Indian",4153780984,"takeout, creditCard, applePay, bikeParking, goodForKids, caters",94104,598 Market street
425,El Burrito Express 2, Mexican,4157764246,"takeout, creditCard, bikeParking, goodForKids, hasTV, caters",94115,1812 Divisadero street
426,St Marys Pub, Dive Bars,4155291325,"creditCard, goodForGroups, hasTV",94110,3845 Mission street
427,Slice House By Tony Gemignani," Salad,Pizza,Burgers",4155522520,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups",94117,1535 Haight street
428,The Mission Fruit Cart," Food Stands,Mexican",,"takeout, goodForKids, goodForGroups",94110,Mission street  at 21st street
429,Big Mouth Burgers, Burgers,4158214821,"takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV",94110,3392 24th street
430,Trouble Coffee Company, Coffee & Tea,,"takeout, creditCard, applePay, bikeParking, outdoorSeating",94124,1730 Yosemite avenue
431,Blue Danube Coffee House, Coffee & Tea,4152219041,"takeout, applePay, bikeParking, outdoorSeating",94118,306 Clement street
432,Pho Huynh Hiep 2 - Kevin’s Noodle House," Vietnamese,Noodles",4156640469,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, waiterService",94122,1833 Irving street
433,Sextant Coffee Roasters, Coffee & Tea,4153551415,"takeout, creditCard, applePay, bikeParking, outdoorSeating",94103,1415 Folsom street
434,New Taraval Cafe," Breakfast & Brunch,Diners",4157313816,"takeout, bikeParking, goodForKids, goodForGroups, waiterService",94116,1054 Taraval street
435,Special Xtra, Coffee & Tea,,"takeout, bikeParking",94105,46 Minna street
436,Marina Submarine," Delis,Sandwiches",4159213990,"takeout, bikeParking, goodForKids",94123,2299 Union street
437,Ambrosia Bakery," Bakeries,Sandwiches,Patisserie/Cake Shop",4153345305,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, caters",94132,2605 Ocean avenue
438,Muracci’s Japanese Curry &amp; Grill, Japanese Curry,4157731101,"takeout, creditCard, bikeParking, caters",94108,307 Kearny street
439,La Stazione Coffee &amp; Wine Bar," Coffee & Tea,Italian,Wine Bars",4159449613,"takeout, creditCard, bikeParking, outdoorSeating",94107,701 Pennsylvania avenue
440,Lahore Karahi," Indian,Pakistani",4155678603,"takeout, creditCard, goodForKids, goodForGroups, hasTV, waiterService",94109,612 O&#39;farrell street
441,Sai Jai Thai Restaurant, Thai,4156735774,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, waiterService",94109,771 O&#39;Farrell street
442,Eden Plaza Cafe," Delis,Sandwiches,Salad",4157774709,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating",94107,600 Harrison street
443,Freddie’s Sandwiches, Sandwiches,4154332882,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating, caters",94133,300 Francisco street
444,The Kabob Job," Middle Eastern,Food Trucks,Halal",4159677544,"takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, caters",94103,428 11th street
445,Dinosaurs Vietnamese Sandwiches," Vietnamese,Sandwiches",4157011421,"takeout, creditCard, bikeParking, goodForKids, caters",94103,18 Boardman Pl
446,Chez Fayala," Sandwiches,Salad",4157731220,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, caters",94104,200 Pine street
447,The Chai Cart," Coffee & Tea,Street Vendors",4157354519,"takeout, creditCard",94110,560 Valencia street
448,The Saloon," Jazz & Blues,Dive Bars",4159897666,"bikeParking, goodForGroups",94133,1232 Grant avenue
449,Philz Coffee, Coffee & Tea,4158345933,"takeout, creditCard, applePay, bikeParking, outdoorSeating",94111,5 Embarcadero Ctr
450,El Norteno Taco Truck," Mexican,Food Trucks",4157561220,"takeout, creditCard, goodForKids, goodForGroups, caters",94103,801 Bryant street
451,L’acajou Bakery and Cafe," Coffee & Tea,Bakeries,Sandwiches",4156263683,"delivery, takeout, creditCard, applePay, bikeParking, goodForKids, outdoorSeating, caters",94103,498 9th street
452,Freshroll Vietnamese Rolls &amp; Bowls," Vietnamese,Sandwiches",4153481858,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, caters",94103,157 4th street
453,eatsa," Fast Food,Salad,Vegetarian",4159304006,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating",94105,121 Spear street
454,Martha &amp; Brothers Coffee," Coffee & Tea,Bakeries,Bagels",4157424662,"delivery, takeout, creditCard, bikeParking, outdoorSeating, caters",94122,401 Irving street
455,Broken Record, Dive Bars,4159631713,"bikeParking, goodForGroups, outdoorSeating, hasTV",94112,1166 Geneva avenue
456,Charlie’s Deli Cafe," Delis,Sandwiches",4156415051,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, caters",94117,3202 Folsom street
457,Yumma’s Mediterranean Grill," Greek,Mediterranean,Salad",4156820762,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating, caters",94122,721 Irving street
458,R Bar, Dive Bars,4155677441,"creditCard, goodForGroups, hasTV",94109,1176 Sutter street
459,Taqueria San Francisco, Mexican,4156411770,"takeout, bikeParking, goodForKids, goodForGroups, hasTV",94110,2794 24th street
460,Taqueria San Francisco, Mexican,4156411770,"takeout, bikeParking, goodForKids, goodForGroups, hasTV",94110,2794 24th street
461,Starbucks, Coffee & Tea,4156829477,"takeout, creditCard, applePay, bikeParking",94127,675 Portola Dr
462,Grove Street Market," Grocery,Delis",4158612293,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV",94102,500 Grove street
463,Philz Coffee, Coffee & Tea,4155682535,"takeout, creditCard, applePay, bikeParking, outdoorSeating",94111,1 Front street
464,The Wooden Nickel, Bars,4152520306,"creditCard, bikeParking, goodForGroups, outdoorSeating, hasTV",94103,1900 Folsom street
465,Hilda’s Mart &amp; Bake Shop," Bakeries,Filipino",4153333122,"takeout, goodForKids, caters",94112,145 Persia avenue
466,Deja Vu Pizza and Pasta, Pizza,4152551600,"delivery, takeout, creditCard, bikeParking, goodForKids, hasTV",94103,3227 16th street
467,A K Meats," Delis,Sandwiches",4159336328,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating, caters",94121,2346 Clement street
468,Huli Huli Hawaiian Grill," Hawaiian,Breakfast & Brunch",4159701990,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, caters",94124,4100 3rd street
469,Hot Spud," Gluten-Free,Fast Food",4153991065,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, caters",94133,2640 Mason street
470,Turtle Tower," Vietnamese,Noodles",4154093333,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, waiterService, caters",94109,645 Larkin street
471,Serrano’s Pizza," Pizza,Italian",4156951615,"delivery, takeout, creditCard, bikeParking, goodForKids, outdoorSeating, hasTV",94110,3274 21st street
472,Cavalli Cafe," Desserts,Cafes,Breakfast & Brunch",4154214219,"takeout, applePay, goodForKids, goodForGroups, outdoorSeating",94133,1441 Stockton street
473,Stop N Wrap," American (New),Coffee & Tea,Breakfast & Brunch",4153492074,"takeout, creditCard, goodForKids, goodForGroups, outdoorSeating, hasTV, waiterService, caters",94112,1217 Geneva avenue
474,Olivo’s," Mexican,Latin American",4159313019,"takeout, bikeParking, goodForKids, goodForGroups, hasTV, waiterService",94109,1017 Larkin street
475,Loving Hut," Vegan,Vegetarian",4159753888,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, caters",,
476,Lou’s Cafe," Salad,Soup,Sandwiches",4152834777,"takeout, creditCard, goodForKids, outdoorSeating, caters",94111,100 Pine street
477,Sammy’s on 2nd, Sandwiches,4152430311,"takeout, creditCard, caters",94105,84 2nd street
478,Thee Parkside," Bars,Music Venues",4152521330,"bikeParking, goodForGroups, outdoorSeating, hasTV",94107,1600 17th street
479,440 Castro, Gay Bars,4156218732,"bikeParking, goodForGroups, hasTV",94114,440 Castro street
480,Fireside Bar, Bars,4157316433,"creditCard, bikeParking, goodForGroups, hasTV",94122,603 Irving street
481,Mamá Art Cafe," Art Galleries,Cafes",4155868453,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating",94112,4754 Mission street
482,Edinburgh Castle Pub, Pubs,4158854074,"creditCard, goodForGroups, hasTV",94109,950 Geary street
483,Shalimar Resturant," Indian,Pakistani",4157764642,"takeout, bikeParking, goodForKids, goodForGroups, outdoorSeating, caters",94109,1409 Polk street
484,Good Luck Dim Sum, Dim Sum,4153863388,"takeout, bikeParking, goodForKids",94118,736 Clement street
485,Goody Goodie Cream &amp; Sugar," Bakeries,Coffee & Tea,Desserts",4158646370,"delivery, takeout, creditCard, bikeParking, outdoorSeating, caters",94103,1830 Harrison street
486,Fayala," Mediterranean,Mexican,French",4157570444,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV, caters",94105,215 Fremont street
487,Yo Yo’s, Japanese,4152968273,"takeout, bikeParking, goodForKids",94111,318 Pacific avenue
488,Sun Kwong Restaurant, Chinese,4156739478,"takeout, goodForKids, goodForGroups, waiterService, caters",94109,1400 Jackson street
489,Fillmore Street Cafe," Coffee & Tea,Delis,Cafes",4157490987,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV",94115,1301 Fillmore street
490,Emperor Norton’s Boozeland, Bars,4159268118,"reservations, bikeParking, goodForGroups, outdoorSeating, hasTV",94102,510 Larkin street
491,Howard’s Cafe," American (Traditional),Diners,Breakfast & Brunch",4155644723,"takeout, bikeParking, goodForKids, goodForGroups, waiterService",94122,1309 9th avenue
492,The Little Spot Cafe," Coffee & Tea,Bagels,Sandwiches",4155501800,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating, waiterService",94110,1199 S Van Ness avenue
493,Oasis Grill," Greek,Mediterranean,American (Traditional)",4157810313,"takeout, creditCard, bikeParking, goodForKids, caters",94111,91 Drumm street
494,Bow-K," Convenience Stores,Beer, Wine & Spirits,Coffee & Tea",4152789985,bikeParking,94107,700 4th street
495,McDonald’s," Fast Food,Burgers",4153621082,"delivery, takeout, creditCard, applePay, goodForKids, goodForGroups, waiterService",94108,441 Sutter street
496,Cafe Dolci," Coffee & Tea,Vietnamese,Sandwiches",4153929222,"takeout, bikeParking, goodForKids",94102,740 Market street
497,The Blue Fig," Coffee & Tea,Breakfast & Brunch",4158759622,"takeout, bikeParking, goodForKids, outdoorSeating",94110,990 Valencia street
498,Viking’s Giant Submarines," Burgers,Sandwiches",4155865333,"takeout, creditCard, bikeParking, goodForKids",94131,2906 Diamond street
499,Chapter 2 Coffee," Coffee & Tea,Cafes",,"creditCard, goodForKids, goodForGroups, hasTV",94111,411 Sansome street
500,Bazaar Cafe," Coffee & Tea,American (New)",4158315620,"takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, outdoorSeating",94121,5927 California street
501,Progressive Grounds," Coffee & Tea,Sandwiches",4152826233,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, caters",94110,400 Cortland avenue
502,Estela’s Fresh Sandwiches," Sandwiches,Juice Bars & Smoothies",4154409500,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating, caters",94108,891 Bush street
503,Diju Jewelery," Watch Repair,Jewelry",4158143644,"creditCard, applePay, bikeParking",94110,3247 24th street
504,Portal’s Tavern," Pubs,Sports Bars",4157311208,"bikeParking, goodForGroups, outdoorSeating, hasTV",94127,179 West Portal avenue
505,Sheboygan Bratwurst Stands," Food Stands,Hot Dogs",8889666966,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV",94107,24 Willie Mays Plz
506,Mint Cafe, Sandwiches,4154316468,"takeout, creditCard, bikeParking, goodForKids, goodForGroups",94102,400 Mcallister street
507,Geary Club, Dive Bars,4159284516,hasTV,94109,768 Geary street
508,Active Nutrition," Health Markets,Vitamins & Supplements",4152552844,"creditCard, bikeParking",94114,2275 Market street
509,Nizario’s Pizza, Pizza,4154870777,"delivery, takeout, creditCard, bikeParking, goodForKids, hasTV",94114,4077 18th street
510,Showdown, Bars,4155030684,"creditCard, goodForGroups, hasTV",94103,10 6th street
511,Yo Soy Café Guatemalteco, Cafes,4154666900,"takeout, creditCard, goodForKids, goodForGroups, waiterService",94112,4794 Mission street
512,Taboun, Middle Eastern,4155669696,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, caters",94117,203 Parnassus avenue
513,Blue Bottle Coffee, Coffee & Tea,5106533394,"takeout, creditCard, applePay, bikeParking",94111,1 Ferry building
514,Boudin Bakery," Bakeries,Delis",4152211210,"takeout, creditCard, goodForKids, outdoorSeating, caters",94118,399 10th avenue
515,Hawaiian Drive Inn, Hawaiian,4155869382,"takeout, bikeParking, goodForKids, caters",94112,4827 Mission street
516,Duboce Park Cafe," Coffee & Tea,Sandwiches,Breakfast & Brunch",4156211108,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating",94114,2 Sanchez street
517,Le Petitt’s Kitchen, Sandwiches,4153559404,"takeout, creditCard, goodForKids, caters",94102,265 Golden Gate avenue
518,The Morning Fix," Cafes,Salad,Breakfast & Brunch",,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating",94109,1008 Bush street
519,Papalote Mexican Grill, Mexican,4157760106,"takeout, creditCard, bikeParking, goodForKids, hasTV, caters",94117,1777 Fulton street
520,Onigilly," Japanese,Fast Food",4156714706,"takeout, creditCard, bikeParking, goodForKids, caters",94108,343 Kearny street
521,Woods Polk Station," Breweries,Beer Bar",4154835530,"takeout, creditCard, bikeParking",94109,2255 Polk street
522,Nick’s Crispy Tacos," Mexican,Lounges,Venues & Event Spaces",4154098226,"reservations, delivery, takeout, bikeParking, goodForGroups, outdoorSeating, hasTV, caters",94109,1500 Broadway
523,The Hearth, Bars,4157510200,"bikeParking, goodForGroups, hasTV",94118,4701 Geary boulevard
524,V Cafe," Cheesesteaks,Salad,Burgers",4158633620,"delivery, takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, hasTV",94103,1525 Folsom street
525,Haus Coffee, Coffee & Tea,4153747353,"takeout, creditCard, applePay, bikeParking, outdoorSeating",94110,3086 24th street
526,Uncle Benny’s," Donuts,Bagels,Coffee & Tea",4157311323,"takeout, creditCard, bikeParking",94122,2049 Irving street
527,MunchBoxx," Vietnamese,Sandwiches,American (Traditional)",4152777208,"delivery, takeout, creditCard, goodForKids, caters",94111,643 Clay street
528,Martha &amp; Bros Coffee Company, Coffee & Tea,4156481166,"takeout, creditCard, applePay, bikeParking, outdoorSeating",94131,1551 Church street
529,The Boardroom," Bars,American (Traditional)",4159828898,"takeout, creditCard, bikeParking, goodForGroups, hasTV",94133,1609 Powell street
530,Greenhouse Cafe," Coffee & Tea,Cafes,Tea Rooms",4157425545,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating",94127,329 W Portal avenue
531,Lone Star Saloon, Gay Bars,4158639999,"bikeParking, goodForGroups, outdoorSeating, hasTV",94103,1354 Harrison street
532,Kusina Ni Tess," Filipino,Seafood",4153511169,"takeout, creditCard, bikeParking, goodForKids, hasTV, caters",94102,237 Ellis street
533,The Bird," Chicken Shop,Sandwiches",4158729825,"takeout, creditCard, bikeParking, goodForKids",94105,115 New Montgomery street
534,The Golden West," Bakeries,Sandwiches,American (New)",4152166443,"takeout, creditCard, applePay, bikeParking, caters",94104,8 Trinity Pl
535,San Francisco Community Acupuncture," Acupuncture,Massage,Traditional Chinese Medicine",4156758973,"creditCard, bikeParking",94103,220 Valencia street
536,New Village Cafe," Diners,Breakfast & Brunch,Burgers",4157719598,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, waiterService, caters",94109,1426 Polk street
537,Martha &amp; Brothers Coffee, Coffee & Tea,4156427585,"takeout, creditCard, bikeParking, outdoorSeating",94110,745 Cortland avenue
538,Jim Georgie’s Donuts," Donuts,American (Traditional)",4154683413,"takeout, bikeParking, goodForKids, goodForGroups",94134,2462 San Bruno avenue
539,Peet’s Coffee, Coffee & Tea,4155932661,"takeout, creditCard, applePay, bikeParking",94102,601 Van Ness
540,Yancy’s Saloon, Sports Bars,4156656551,"bikeParking, goodForGroups, hasTV",94122,734 Irving street
541,The Bitter End, Pubs,4152219538,"creditCard, bikeParking, goodForGroups, hasTV",94118,441 Clement street
542,Shangri-La Vegetarian Restaurant," Chinese,Vegetarian,Kosher",4157312548,"reservations, takeout, creditCard, bikeParking, goodForKids, goodForGroups, waiterService",94122,2026 Irving street
543,Moby Dick, Gay Bars,4158611199,"goodForGroups, hasTV",94114,4049 18th street
544,Blue Bottle Coffee Stand," Coffee & Tea,Food Stands",,"takeout, creditCard, applePay, bikeParking",94105,1 Ferry building
545,Asha Tea House," Coffee & Tea,Tea Rooms",4155493688,"takeout, creditCard, applePay, bikeParking",94108,17 Kearny street
546,Lidia’s Cafe Restaurant," Cafes,Breakfast & Brunch",4156266608,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, waiterService, caters",94103,550 15th street
547,Dovre Club," Bars,Irish",4152854169,"bikeParking, goodForGroups, hasTV",94110,1498 Valencia street
548,Finnegans Wake, Bars,4157316119,"bikeParking, goodForGroups, outdoorSeating, hasTV",94117,937 Cole street
549,The Art Bistro," Coffee & Tea,Sandwiches,Bagels",4153797119,"takeout, goodForKids",94121,6900 Geary boulevard
550,Dagwood &amp; Scoops," Sandwiches,Ice Cream & Frozen Yogurt,Delis",4158143459,"takeout, creditCard, bikeParking, goodForKids, caters",94110,2736 24th street
551,Wing Lee Bakery," Dim Sum,Bakeries",4156689481,"takeout, bikeParking, goodForKids",94118,503 Clement street
552,Mr. T Cafe," Coffee & Tea,Juice Bars & Smoothies,Bubble Tea",4157695681,"creditCard, caters",94112,4689 Mission street
553,Last Minute Gear," Sports Wear,Outdoor Gear",4158131881,"creditCard, bikeParking",94103,1049 Market
554,All Star Cafe," Donuts,Coffee & Tea,Breakfast & Brunch",4158634949,"delivery, takeout, creditCard, goodForKids, goodForGroups, hasTV, caters",94103,98 9th street
555,Sunflower Vietnamese, Vietnamese,4156265022,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, waiterService",94103,3111 16th street
556,Zen Yai Thai Restaurant, Thai,4158850725,"reservations, delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, waiterService, caters",94109,771 Ellis street
557,La Paz Restaurant Pupuseria," Mexican,Latin American",4155508313,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, waiterService",94110,1028 Potrero avenue
558,CrepeCone by Sophie," Desserts,Gelato,Creperies",4157951331,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, caters",94107,684 King street
559,Pop’s Sandwich Shop, Sandwiches,4156819501,"delivery, takeout, creditCard, bikeParking, goodForKids, caters",94127,737 Portola Dr
560,Miss SaiGon, Vietnamese,4155220332,"reservations, takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, waiterService, caters",94103,100 6th street
561,Andersen Bakery," Bakeries,Sandwiches",4153451046,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating",94115,1737 Post street
562,Cresta’s Twenty Two Eleven Club, Dive Bars,4156732211,"creditCard, bikeParking, hasTV",94109,2211 Polk street
563,The Beanery, Coffee & Tea,4156611090,"takeout, creditCard, bikeParking, outdoorSeating",94122,602 Irving street
564,Gangway, Gay Bars,4157766828,"creditCard, goodForGroups, hasTV",94109,841 Larkin street
565,Alhamra," Indian,Pakistani,Vegetarian",4156213935,"reservations, delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, waiterService, caters",94103,3083 16th street
566,Dinosaurs Vietnamese Sandwiches," Sandwiches,Vietnamese",4153341421,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating",94132,2522 Ocean avenue
567,Libby Jane Cafe, Cafes,4159262540,"takeout, creditCard, bikeParking, goodForKids",94109,644 Polk street
568,Pharaohs Mediterranean Sandwich," Mediterranean,Sandwiches",4152927271,"delivery, takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, hasTV, caters",94102,608 Geary street
569,Cole Valley Cafe," Coffee & Tea,Sandwiches,Bagels",4156685282,"takeout, creditCard, bikeParking, goodForKids",94117,701 Cole street
570,Donuts &amp; Things," Donuts,Coffee & Tea",4158851942,"takeout, creditCard, bikeParking",94109,1549 Polk street
571,Volcano, Japanese Curry,4157527671,"takeout, creditCard, bikeParking, goodForKids, goodForGroups",94121,5454 Geary boulevard
572,Boccalone," Italian,Sandwiches",4154336500,"takeout, creditCard, bikeParking, goodForKids, caters",94111,1 Ferry building
573,Tortas Boos Voni, Mexican,4155855880,"takeout, creditCard, bikeParking, goodForKids, hasTV, waiterService",94112,5170 Mission street
574,Stoner’s, Delis,4159137753,"takeout, creditCard, bikeParking, goodForKids, goodForGroups",94102,752 Van Ness avenue
575,Sushi Taka," Sushi Bars,Japanese",,"takeout, creditCard, goodForKids, outdoorSeating, caters",94108,600 Kearny street
576,Sunrise Deli," Delis,Mediterranean",4156648210,"takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, caters",94122,2115 Irving street
577,Chutney," Indian,Pakistani",4159315541,"takeout, creditCard, goodForKids, goodForGroups, waiterService, caters",94102,511 Jones street
578,Earth’s Coffee, Coffee & Tea,4159338628,"takeout, creditCard, bikeParking",94118,3400 Geary boulevard
579,Ayola," Greek,Mediterranean",4153911154,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating, caters",94108,327 Kearny street
580,Elbo Room," Bars,Dance Clubs,Music Venues",4155527788,"bikeParking, goodForGroups",94110,647 Valencia street
581,Q Bar," Gay Bars,Dance Clubs",4158642877,"bikeParking, goodForGroups, hasTV",94114,456 Castro street
582,The Deli Lama," Delis,Cheesesteaks,Breakfast & Brunch",4158213795,"takeout, bikeParking, goodForKids, goodForGroups, hasTV",94124,150 Toland street
583,Peet’s Coffee, Coffee & Tea,4155938920,"takeout, creditCard, applePay, bikeParking, outdoorSeating",94105,405 Howard
584,Clement BBQ," Dim Sum,Barbeque",4157529520,"takeout, bikeParking, goodForKids, caters",94118,617 Clement street
585,Whiz Burgers Drive-In, Burgers,4158245888,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating",94110,700 S Van Ness avenue
586,George’s Zoo Liquor Deli," Beer, Wine & Spirits,Sandwiches",4156643215,"takeout, creditCard, bikeParking, goodForKids",94116,2560 Sloat boulevard
587,El Tepa Taqueria, Mexican,4152558372,"takeout, creditCard, goodForKids, goodForGroups, hasTV",94110,2198 Folsom street
588,Pete’s Deli &amp; Cafe," Delis,Coffee & Tea",4159314800,"takeout, bikeParking, goodForKids, goodForGroups, hasTV, caters",94115,1661 Divisadero street
589,Cafe Isabella," Coffee & Tea,Breakfast & Brunch,Sandwiches",4153783241,"takeout, creditCard, goodForKids, outdoorSeating",94133,1414 Taylor street
590,Chrome Coffee Bar Powered By Cento, Cafes,,"takeout, bikeParking, caters",94107,580 4th street
591,Sanguchón Peruvian Food Truck," Peruvian,Food Trucks",4158859816,"takeout, creditCard, bikeParking, goodForKids, goodForGroups, outdoorSeating, caters",94103,
592,Peet’s Coffee, Coffee & Tea,4155639930,"takeout, creditCard, bikeParking, outdoorSeating",94115,2197 Fillmore Street
