id,title,popularity,rating,price,cuisine,phone,food_rating,service_rating,value_rating,atmosphere_rating,price_range,feature,mon,tue,wed,thu,fri,sat,sun,address,description
1499,Cafe Bean,"#1,500 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,Cafe,+1 415-928-0888,3.5 of 5 bubbles,3.5 of 5 bubbles,3.5 of 5 bubbles,2.5 of 5 bubbles,,Seating,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 5:00 pm,"800 Sutter St,San Francisco, CA 94109-6115","Address:800 Sutter St,San Francisco, CA 94109-6115Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-928-0888trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
150,Albona Ristorante Istriano,"#151 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Italian,Mediterranean,Seafood,European, Central European",+1 415-441-1040,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,$31 -$40,"Reservations, Seating, Waitstaff, Serves Alcohol",5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,"545 Francisco St,San Francisco, CA 94133-1803","Address:545 Francisco St,San Francisco, CA 94133-1803(Taylor & Mason Sts.)Public Transportation:Last stop of the Powell-Mason Cable Car Line at Taylor and Francisco Sts. (1/2 a block away). No. 30 Bus stops at Columbus Ave. and Francisco St. (1 & 1/2 blocks).Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;North Beach / Telegraph HillNeighborhood: North Beach / Telegraph HillPhone Number:+1 415-441-1040trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1505,Mina Test Kitchen,"#1,506 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$$$,,,4.5 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,,,Reservations,,,,,,,,"2120 Greenwich Street,San Francisco, CA 94123","Address:2120 Greenwich Street,San Francisco, CA 94123Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Marina DistrictNeighborhood: Marina DistricttrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1508,Sweeties,"#1,509 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,,+1 415-433-2343,,,,,,,2:00 pm - 10:30 pm,2:00 pm - 10:30 pm,2:00 pm - 10:30 pm,2:00 pm - 10:30 pm,2:00 pm - 11:00 pm,2:00 pm - 11:00 pm,2:00 pm - 10:30 pm,"475 Francisco St,San Francisco, CA 94133-1903","Address:475 Francisco St,San Francisco, CA 94133-1903Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;North Beach / Telegraph HillNeighborhood: North Beach / Telegraph HillPhone Number:+1 415-433-2343trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1517,Pho Hoa Vietnamese Restaurant,"#1,518 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,Vietnamese,+1 415-673-3163,5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,,$8,,8:00 am - 4:00 pm,8:00 am - 4:00 pm,8:00 am - 4:00 pm,,8:00 am - 4:00 pm,8:00 am - 4:00 pm,8:00 am - 4:00 pm,"431 Jones St,San Francisco, CA 94102-2014","Address:431 Jones St,San Francisco, CA 94102-2014Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-673-3163trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1522,Genki Crepes,"#1,523 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,Asian,+1 415-379-6414,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,2.5 of 5 bubbles,,,2:00 pm - 10:30 pm,10:30 am - 10:30 pm,10:30 am - 10:30 pm,10:30 am - 10:30 pm,10:30 am - 11:30 pm,10:30 am - 11:30 pm,10:30 am - 10:30 pm,"330 Clement St,San Francisco, CA 94118-2316","Address:330 Clement St,San Francisco, CA 94118-2316Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;The RichmondNeighborhood: The RichmondPhone Number:+1 415-379-6414trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1527,Muracci's Japanese Curry & Grill,"#1,528 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Japanese,Asian,Fast Food",+1 415-773-1101,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,2.5 of 5 bubbles,,Takeout,11:00 am - 6:00 pm,11:00 am - 6:00 pm,11:00 am - 6:00 pm,11:00 am - 6:00 pm,11:00 am - 5:00 pm,,,"307 Kearny St,San Francisco, CA 94108-3204","Address:307 Kearny St,San Francisco, CA 94108-3204Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;ChinatownNeighborhood: ChinatownPhone Number:+1 415-773-1101trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1528,Hazel's Kitchen,"#1,529 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,Delicatessen,+1 415-647-7941,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,3 of 5 bubbles,$5 -$10,Takeout,8:00 am - 4:00 pm,8:00 am - 4:00 pm,8:00 am - 4:00 pm,8:00 am - 4:00 pm,8:00 am - 4:00 pm,8:00 am - 4:00 pm,8:30 am - 4:00 pm,"1331 18th St,San Francisco, CA 94107-2822","Address:1331 18th St,San Francisco, CA 94107-2822Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-647-7941trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
153,Jardiniere,"#154 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$$$,French,+1 415-861-5555,4.5 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,4.5 of 5 bubbles,$41 -$80,"Seating, Waitstaff, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Reservations, Private Dining",5:00 pm - 9:00 pm,5:00 pm - 9:00 pm,5:00 pm - 9:00 pm,5:00 pm - 9:00 pm,5:00 pm - 10:30 pm,5:00 pm - 10:30 pm,5:00 pm - 9:00 pm,"300 Grove St,San Francisco, CA 94102-4419","Address:300 Grove St,San Francisco, CA 94102-4419(Franklin St.)Public Transportation:Civic Center BART, 21 Hayes, 49 Van Ness/Mission, 47 Van Ness, F MarketLocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Civic CenterNeighborhood: Civic CenterPhone Number:+1 415-861-5555trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1531,Pakwan Restaurant,"#1,532 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Indian,Pakistani,Asian,Middle Eastern,Halal",+1 415-776-0160,4.5 of 5 bubbles,3.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,,"Takeout, Seating, Wheelchair Accessible",11:00 am - 11:00 am,11:00 am - 11:00 am,11:00 am - 11:00 am,11:00 am - 11:00 am,11:00 am - 11:30 am,11:30 am - 11:30 am,11:30 am - 11:00 am,"501 Ofarrell St,San Francisco, CA 94102-1931","Address:501 Ofarrell St,San Francisco, CA 94102-1931Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-776-0160trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1532,Panchita's 16th,"#1,533 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,Mexican,+1 415-431-4232,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,3 of 5 bubbles,,,11:00 am - 12:00 am,11:00 am - 12:00 am,11:00 am - 12:00 am,11:00 am - 12:00 am,11:00 am - 12:00 am,11:00 am - 12:00 am,11:00 am - 12:00 am,"3091 16th Street,San Francisco, CA 94103-3420","Address:3091 16th Street,San Francisco, CA 94103-3420Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-431-4232trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1535,Darbar Restaurant,"#1,536 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Indian,Middle Eastern,Pakistani",+1 415-359-1236,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,$20,"Delivery, Takeout, Seating, Waitstaff, Reservations",11:30 am - 3:00 pm,11:30 am - 3:00 pm,11:30 am - 3:00 pm,11:30 am - 3:00 pm,11:30 am - 3:00 pm,11:30 am - 3:00 pm,11:30 am - 3:00 pm,"1412 Polk St,San Francisco, CA 94109-4616","Address:1412 Polk St,San Francisco, CA 94109-4616Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Nob HillNeighborhood: Nob HillPhone Number:+1 415-359-1236trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1536,Kazan,"#1,537 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,Sushi,+1 415-282-2001,5 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,,,Waitstaff,,,,,,,,"2809 24th St,San Francisco, CA 94110-4213","Address:2809 24th St,San Francisco, CA 94110-4213Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-282-2001trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1538,Occidental cigar club,"#1,539 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,"Bar,Pub",,3 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,,Seating,12:00 pm - 1:00 am,12:00 pm - 1:00 am,12:00 pm - 1:00 am,12:00 pm - 1:00 am,12:00 pm - 1:00 am,12:00 pm - 1:00 am,12:00 pm - 1:00 am,"476 Pine St,San Francisco, CA 94104-2804","Address:476 Pine St,San Francisco, CA 94104-2804Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Financial DistrictNeighborhood: Financial DistricttrkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
154,In-N-Out Burger,"#155 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"American,Fast Food",+1 800-786-1000,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,3 of 5 bubbles,$5 -$10,"Takeout, Seating, Highchairs Available, Wheelchair Accessible",10:30 am - 1:00 am,10:30 am - 1:00 am,10:30 am - 1:00 am,10:30 am - 1:00 am,10:30 am - 1:30 am,10:30 am - 1:30 am,10:30 am - 1:00 am,"333 Jefferson St,San Francisco, CA 94133-1132","Address:333 Jefferson St,San Francisco, CA 94133-1132Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Fisherman’s WharfNeighborhood: Fisherman’s WharfPhone Number:+1 800-786-1000trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1542,Ambrosia Bakery,"#1,543 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,American,+1 415-334-5305,5 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,,,6:00 am - 6:00 pm,6:00 am - 6:00 pm,6:00 am - 6:00 pm,6:00 am - 6:00 pm,6:00 am - 6:00 pm,7:00 am - 6:00 pm,8:00 am - 2:00 pm,"2605 Ocean Ave,San Francisco, CA 94132-1615","Address:2605 Ocean Ave,San Francisco, CA 94132-1615Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-334-5305trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1543,inoVino,"#1,544 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,,+1 415-681-3770,4 of 5 bubbles,3.5 of 5 bubbles,3.5 of 5 bubbles,,,,,,,,,,,"108B Carl St,San Francisco, CA 94117-3925","Address:108B Carl St,San Francisco, CA 94117-3925Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-681-3770trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1547,Castro Tarts,"#1,548 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Asian,Vietnamese,American",+1 415-861-3268,4.5 of 5 bubbles,4.5 of 5 bubbles,5 of 5 bubbles,4 of 5 bubbles,,"Takeout, Seating, Wheelchair Accessible",7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,"564 Castro St,San Francisco, CA 94114-2512","Address:564 Castro St,San Francisco, CA 94114-2512Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;The CastroNeighborhood: The CastroPhone Number:+1 415-861-3268trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1548,Pho Tan Hoa,"#1,549 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Asian,Vietnamese",+1 650-947-1290,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,3 of 5 bubbles,,"Takeout, Seating, Waitstaff",9:00 am - 6:00 pm,9:00 am - 6:00 pm,9:00 am - 6:00 pm,9:00 am - 5:00 pm,9:00 am - 6:00 pm,9:00 am - 5:30 pm,9:00 am - 5:30 pm,"431 Jones St,between Antonio St & Ellis St,San Francisco, CA 94102-2014","Address:431 Jones St,between Antonio St & Ellis St,San Francisco, CA 94102-2014Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 650-947-1290trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
155,Kitchen Story,"#156 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"American,Asian,Fusion,Gluten Free Options",+1 415-525-4905,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,"Takeout, Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Outdoor Seating, Highchairs Available",8:00 am - 3:00 pm,8:00 am - 3:00 pm,8:00 am - 3:00 pm,8:00 am - 3:00 pm,8:00 am - 3:00 pm,8:00 am - 3:00 pm,8:00 am - 3:00 pm,"3499 16th St,San Francisco, CA 94114-1731","Address:3499 16th St,San Francisco, CA 94114-1731Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;The CastroNeighborhood: The CastroPhone Number:+1 415-525-4905trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1550,Infusion Lounge,"#1,551 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,Fusion,+1 415-421-8700,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,$30 -$30,"Serves Alcohol, Reservations, Waitstaff",,6:00 pm - 9:00 pm,6:00 pm - 9:00 pm,6:00 pm - 9:00 pm,6:00 pm - 9:00 pm,6:00 pm - 9:00 pm,,"124 Ellis St,San Francisco, CA 94102-2110","Address:124 Ellis St,San Francisco, CA 94102-2110(Powell Street)Public Transportation:Powell Street BART station (1 block).Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Union SquareNeighborhood: Union SquarePhone Number:+1 415-421-8700trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1551,Boba Guys,"#1,552 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,,+1 415-967-2622,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,3 of 5 bubbles,,,12:00 pm - 9:00 pm,12:00 pm - 9:00 pm,12:00 pm - 9:00 pm,12:00 pm - 9:00 pm,12:00 pm - 10:00 pm,12:00 pm - 10:00 pm,12:00 pm - 5:00 pm,"3491 19th St,San Francisco, CA 94110-1742","Address:3491 19th St,San Francisco, CA 94110-1742Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-967-2622trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1552,The Bird,"#1,553 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,Fast Food,+1 415-872-9825,3.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,,$8 -$12,"Reservations, Serves Alcohol, Wine and Beer",10:30 am - 8:00 pm,10:30 am - 8:00 pm,10:30 am - 8:00 pm,10:30 am - 9:00 pm,10:30 am - 9:00 pm,11:00 am - 4:00 pm,,"115 New Montgomery St.,San Francisco, CA 94105","Address:115 New Montgomery St.,San Francisco, CA 94105Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-872-9825trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1560,Them Ky,"#1,561 of 4,344 Restaurants in San Francisco",5 of 5 bubbles,$,"Chinese,Asian,Vietnamese",+1 415-441-8525,4.5 of 5 bubbles,3.5 of 5 bubbles,5 of 5 bubbles,3 of 5 bubbles,$9,,,8:00 am - 9:00 pm,8:00 am - 9:00 pm,8:00 am - 9:00 pm,8:00 am - 9:00 pm,8:00 am - 9:00 pm,8:00 am - 9:00 pm,"717 Ellis St,San Francisco, CA 94109-7908","Address:717 Ellis St,San Francisco, CA 94109-7908Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-441-8525trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1564,Sing Sing Sandwich Shop,"#1,565 of 4,344 Restaurants in San Francisco",5 of 5 bubbles,,,+1 415-885-5159,,,,,,,9:00 am - 9:00 pm,9:00 am - 9:00 pm,9:00 am - 9:00 pm,9:00 am - 9:00 pm,9:00 am - 9:00 pm,9:00 am - 9:00 pm,9:00 am - 9:00 pm,"309 Hyde St,San Francisco, CA 94109-8015","Address:309 Hyde St,San Francisco, CA 94109-8015Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-885-5159trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1567,Liquid Gold,"#1,568 of 4,344 Restaurants in San Francisco",5 of 5 bubbles,,"Bar,Pub",+1 415-660-5142,,5 of 5 bubbles,,,,,,,,,,,,"1040 Hyde St,San Francisco, CA 94109-4917","Address:1040 Hyde St,San Francisco, CA 94109-4917Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Nob HillNeighborhood: Nob HillPhone Number:+1 415-660-5142trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1568,The Sandwich Place,"#1,569 of 4,344 Restaurants in San Francisco",5 of 5 bubbles,,,+1 415-431-3811,,,,,,,6:30 am - 5:00 pm,6:30 am - 5:00 pm,6:30 am - 5:00 pm,6:30 am - 5:00 pm,6:30 am - 5:00 pm,6:30 am - 2:00 pm,,"2029 Mission St,San Francisco, CA 94110-1217","Address:2029 Mission St,San Francisco, CA 94110-1217Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-431-3811trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
157,A16,"#158 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Italian,Pizza, Wine Bar",+1 415-771-2216,4 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$31 -$40,"Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar, Takeout",5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,11:30 am - 2:30 pm,11:30 am - 2:30 pm,5:00 pm - 10:00 pm,"2355 Chestnut St,San Francisco, CA 94123-2609","Address:2355 Chestnut St,San Francisco, CA 94123-2609(Scott St)Public Transportation:Muni: 30Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Marina DistrictNeighborhood: Marina DistrictPhone Number:+1 415-771-2216trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1571,Bel,"#1,572 of 4,344 Restaurants in San Francisco",5 of 5 bubbles,,,4152061000,5 of 5 bubbles,5 of 5 bubbles,4.5 of 5 bubbles,,,,,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,"3215 Mission St,San Francisco, CA 94110","Address:3215 Mission St,San Francisco, CA 94110Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:4152061000trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1572,L'emigrante Wine Bistro,"#1,573 of 4,344 Restaurants in San Francisco",5 of 5 bubbles,,Eastern European,+1 415-863-4777,5 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,,,,,,,,,,,"2199 Mission St,San Francisco, CA 94110-1219","Address:2199 Mission St,San Francisco, CA 94110-1219Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-863-4777trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1578,Cafe La Flore No 2,"#1,579 of 4,344 Restaurants in San Francisco",5 of 5 bubbles,,,+1 415-504-6798,5 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,,,,7:30 am - 6:30 pm,7:30 am - 6:30 pm,7:30 am - 6:30 pm,7:30 am - 6:30 pm,7:30 am - 6:30 pm,7:00 pm - 12:00 am,9:00 am - 6:30 pm,"1340 Irving St,San Francisco, CA 94122-2014","Address:1340 Irving St,San Francisco, CA 94122-2014Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-504-6798trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1580,Sasaki,"#1,581 of 4,344 Restaurants in San Francisco",5 of 5 bubbles,$$ - $$$,Sushi,14153518202,5 of 5 bubbles,5 of 5 bubbles,4 of 5 bubbles,,$5 -$20,Reservations,,,,,,,,"2400 Harrison St,San Francisco, CA 94110","Address:2400 Harrison St,San Francisco, CA 94110Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:14153518202trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1581,Taqueria Guadalajara,"#1,582 of 4,344 Restaurants in San Francisco",5 of 5 bubbles,,Mexican,+1 415-469-5480,5 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,,,9:30 am - 11:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,11:00 am - 2:00 am,11:00 am - 2:00 am,11:00 am - 12:00 am,10:00 am - 10:00 pm,"4798 Mission St,San Francisco, CA 94112-2745","Address:4798 Mission St,San Francisco, CA 94112-2745Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-469-5480trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1592,Dinosaurs Vietnamese Sandwiches,"#1,593 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,"Asian,Vietnamese,Fast Food",+1 415-503-1421,5 of 5 bubbles,4.5 of 5 bubbles,5 of 5 bubbles,3.5 of 5 bubbles,,"Takeout, Seating",7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,7:00 am - 6:00 pm,"2275 Market St Ste H,San Francisco, CA 94114","Address:2275 Market St Ste H,San Francisco, CA 94114Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;The CastroNeighborhood: The CastroPhone Number:+1 415-503-1421trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1593,George's Zoo Liquor Deli,"#1,594 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,,+1 415-664-3215,5 of 5 bubbles,5 of 5 bubbles,4.5 of 5 bubbles,5 of 5 bubbles,,,7:00 am - 9:00 pm,7:00 am - 9:00 pm,7:00 am - 9:00 pm,9:00 am - 5:00 pm,7:00 am - 9:00 pm,8:00 am - 9:00 pm,8:00 am - 8:00 pm,"2560 Sloat Blvd,San Francisco, CA 94116-2737","Address:2560 Sloat Blvd,San Francisco, CA 94116-2737Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-664-3215trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
1598,Ace's,"#1,599 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Bar,Pub",+1 415-673-0644,3 of 5 bubbles,3.5 of 5 bubbles,3.5 of 5 bubbles,4 of 5 bubbles,,"Seating, Television, Wheelchair Accessible, Parking Available, Street Parking, Free Off-Street Parking, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi",6:00 am - 2:00 am,6:00 am - 2:00 am,6:00 am - 2:00 am,6:00 am - 2:00 am,6:00 am - 2:00 am,6:00 am - 2:00 am,6:00 am - 2:00 am,"998 Sutter Street,San Francisco, CA 94109","Address:998 Sutter Street,San Francisco, CA 94109Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-673-0644trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk"
