A_id,A_title,A_popularity,A_rating,A_price,A_cuisine,A_phone,A_food_rating,A_service_rating,A_value_rating,A_atmosphere_rating,A_price_range,A_feature,A_mon,A_tue,A_wed,A_thu,A_fri,A_sat,A_sun,A_address,A_description,B_id,B_title,B_yelpPage,B_categories,B_price,B_rating,B_mon,B_tue,B_wed,B_thu,B_fri,B_sat,B_sun,B_addr,B_phone,B_takeout,B_creditCard,B_applePay,B_parking,B_bikeParking,B_outdoorSeating,B_wifi,B_caters,B_reservations,B_delivery,B_goodFor,B_goodForKids,B_goodForGroups,B_attire,B_ambience,B_noiseLevel,B_alcohol,B_hasTV,B_waiterService,B_driveThrough
2252,Seakor Polish Delicatessan,"#2,253 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,,+1 415-387-8660,4.5 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,4 of 5 bubbles,,,10:00 am - 7:30 pm,10:00 am - 7:30 pm,10:00 am - 7:30 pm,10:00 am - 7:30 pm,10:00 am - 7:30 pm,10:00 am - 7:30 pm,2:00 pm - 6:00 pm,"5957 Geary Blvd,San Francisco, CA 94121-2006","Address:5957 Geary Blvd,San Francisco, CA 94121-2006Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-387-8660trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",250,Seakor Polish Delicatessen and Sausage Factory,https://www.yelp.com/ /biz/seakor-polish-delicatessen-and-sausage-factory-san-francisco,"Grocery,Delis,Polish",Under $10,4.5 star rating,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,2:00 pm-6:00 pm,"5957 Geary BlvdSan Francisco, CA 94121",(415) 387-8660,Yes,Yes,,Street,Yes,No,No,Yes,No,No,Lunch,Yes,No,Casual,Casual,Quiet,No,No,No,
2253,Cafe La Boheme,"#2,254 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,,+1 415-643-0481,3 of 5 bubbles,3 of 5 bubbles,5 of 5 bubbles,5 of 5 bubbles,,,6:00 am - 10:00 pm,6:00 am - 10:00 pm,6:00 am - 10:00 pm,6:00 am - 10:00 pm,6:00 am - 10:00 pm,7:00 am - 10:00 pm,7:00 am - 8:00 pm,"3318 24th St,San Francisco, CA 94110","Address:3318 24th St,San Francisco, CA 94110Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-643-0481trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",725,Cafe La Boheme,https://www.yelp.com/ /biz/cafe-la-boheme-san-francisco,Coffee & Tea,Inexpensive,3.5 star rating,6:00 am-10:00 pm,6:00 am-10:00 pm,6:00 am-10:00 pm,6:00 am-10:00 pm,6:00 am-10:00 pm,7:00 am-10:00 pm,7:00 am-8:00 pm,"3318 24th StSan Francisco, CA 94110",(415) 643-0481,Yes,Yes,No,Street,Yes,Yes,Free,No,,,,,,,,,,,,
2256,Whiskey Thieves,"#2,257 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,,+1 415-409-2063,,5 of 5 bubbles,4 of 5 bubbles,,,,1:00 pm - 2:00 am,1:00 pm - 2:00 am,1:00 pm - 2:00 am,1:00 pm - 2:00 am,1:00 pm - 2:00 am,1:00 pm - 2:00 am,1:00 pm - 2:00 am,"839 Geary St,San Francisco, CA 94109-7217","Address:839 Geary St,San Francisco, CA 94109-7217Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-409-2063trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",321,Whiskey Thieves,https://www.yelp.com/ /biz/whiskey-thieves-san-francisco,Whiskey Bars,Inexpensive,4.0 star rating,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,1:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,"839 Geary StSan Francisco, CA 94109",(415) 506-8331,,Yes,No,Street,Yes,No,,,No,,,,Yes,,Divey,Average,Full Bar,Yes,,
2262,Toyboat Dessert Cafe,"#2,263 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,Cafe,+1 415-751-7505,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,,,8:30 am - 11:00 pm,8:30 am - 11:00 pm,8:30 am - 11:00 pm,8:30 am - 11:00 pm,8:30 am - 11:59 pm,8:30 am - 11:59 pm,8:30 am - 11:00 pm,"401 Clement St,San Francisco, CA 94118","Address:401 Clement St,San Francisco, CA 94118Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;The RichmondNeighborhood: The RichmondPhone Number:+1 415-751-7505trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",324,Toy Boat Dessert Café,https://www.yelp.com/ /biz/toy-boat-dessert-caf%C3%A9-san-francisco-3,"Ice Cream & Frozen Yogurt,Sandwiches,Wraps",Under $10,4.0 star rating,8:30 am-10:00 pm,8:30 am-10:00 pm,8:30 am-10:00 pm,8:30 am-10:00 pm,8:30 am-11:00 pm,8:30 am-11:00 pm,8:30 am-10:00 pm,"401 Clement StSan Francisco, CA 94118",(415) 751-7505,Yes,Yes,No,Street,Yes,No,No,No,No,No,Dessert,Yes,Yes,Casual,Casual,Average,No,No,No,
2263,Pho Phu Quoc Vietnamese Cuisine,"#2,264 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Asian,Vietnamese",+1 415-661-8869,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,3 of 5 bubbles,$5 -$10,,9:30 am - 9:00 pm,9:30 am - 9:00 pm,9:30 am - 9:00 pm,9:30 am - 9:00 pm,9:30 am - 9:00 pm,9:30 am - 9:00 pm,10:00 am - 8:00 pm,"1816 Irving St,San Francisco, CA 94122-1818","Address:1816 Irving St,San Francisco, CA 94122-1818Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SunsetNeighborhood: SunsetPhone Number:+1 415-661-8869trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",787,Pho Phu Quoc PPQ Beef Noodle House Restaurant,https://www.yelp.com/ /biz/pho-phu-quoc-ppq-beef-noodle-house-restaurant-san-francisco,"Vietnamese,Noodles",Under $10,3.5 star rating,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,11:00 am-11:00 pm,"1816 Irving StSan Francisco, CA 94122",(415) 661-8869,Yes,Yes,No,Street,Yes,No,No,No,No,No,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Yes,
2264,Golden West,"#2,265 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,,+1 415-216-6443,4.5 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,5 of 5 bubbles,,,8:00 am - 2:30 pm,8:00 am - 2:30 pm,8:00 am - 2:30 pm,8:00 am - 2:30 pm,8:00 am - 2:30 pm,,,"8 Trinity Pl,San Francisco, CA 94104-4103","Address:8 Trinity Pl,San Francisco, CA 94104-4103Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Financial DistrictNeighborhood: Financial DistrictPhone Number:+1 415-216-6443trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",534,The Golden West,https://www.yelp.com/ /biz/the-golden-west-san-francisco,"Bakeries,Sandwiches,American (New)",Under $10,4.0 star rating,8:00 am-2:30 pm,8:00 am-2:30 pm,8:00 am-2:30 pm,8:00 am-2:30 pm,8:00 am-2:30 pm,Closed,Closed,"8 Trinity PlSan Francisco, CA 94104",(415) 216-6443,Yes,Yes,Yes,Street,Yes,No,No,Yes,No,No,Lunch,No,No,Casual,Casual,Average,No,No,No,
2266,Giordano Bros,"#2,267 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,,+1 415-437-2767,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,,,5:00 pm - 12:00 am,5:00 pm - 12:00 am,11:30 am - 12:00 am,11:30 am - 12:00 am,11:30 am - 12:00 am,11:30 am - 12:00 am,9:00 am - 12:00 am,"3108 16th St,San Francisco, CA 94103-3328","Address:3108 16th St,San Francisco, CA 94103-3328Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-437-2767trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1222,Giordano Bros,https://www.yelp.com/ /biz/giordano-bros-san-francisco-2,"Sports Bars,Sandwiches",$11-30,4.0 star rating,4:00 pm-10:00 pm,4:00 pm-10:00 pm,11:30 am-12:00 am,11:30 am-12:00 am,11:30 am-1:00 am,11:30 am-1:00 am,11:30 am-10:30 pm,"3108 16th StSan Francisco, CA 94103",(415) 437-2767,Yes,Yes,No,Street,Yes,Yes,No,No,No,No,"Lunch, Dinner",No,Yes,Casual,Casual,Loud,Full Bar,Yes,Yes,
227,Chabaa Thai Cuisine,"#228 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Asian,Thai",+1 415-346-3121,4 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,3 of 5 bubbles,,"Takeout, Seating, Waitstaff, Serves Alcohol",11:00 am - 1:00 am,11:00 am - 1:00 am,11:00 am - 1:00 am,11:00 am - 1:00 am,11:00 am - 1:00 am,11:00 am - 1:00 am,11:00 am - 1:00 am,"420 Geary St,San Francisco, CA 94102-1223","Address:420 Geary St,San Francisco, CA 94102-1223Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Union SquareNeighborhood: Union SquarePhone Number:+1 415-346-3121trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",623,Chabaa Thai Cuisine,https://www.yelp.com/ /biz/chabaa-thai-cuisine-san-francisco-2,"Thai,Desserts,Vegan",Under $10,3.5 star rating,11:00 am-3:00 pm4:00 pm-12:00 am,11:00 am-3:00 pm4:00 pm-12:00 am,11:00 am-3:00 pm4:00 pm-12:00 am,11:00 am-3:00 pm4:00 pm-12:00 am,11:00 am-3:00 pm4:00 pm-12:00 am,11:00 am-3:00 pm4:00 pm-12:00 am,11:00 am-3:00 pm4:00 pm-12:00 am,"420 Geary StSan Francisco, CA 94102",(415) 346-3121,Yes,Yes,No,Street,No,No,No,Yes,No,Yes,"Lunch, Dinner",Yes,No,Casual,Casual,Average,Beer & Wine Only,Yes,Yes,
2274,Gallardos Mexican Food,"#2,275 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,Mexican,+1 415-436-9387,,4 of 5 bubbles,,,,,,,,,,,,"3248 18th St,San Francisco, CA 94110-1913","Address:3248 18th St,San Francisco, CA 94110-1913Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-436-9387trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",133,Gallardos Mexican Restaurant,https://www.yelp.com/ /biz/gallardos-mexican-restaurant-san-francisco,"Mexican,Breakfast & Brunch",Under $10,4.0 star rating,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,7:00 am-8:00 pm,"3248 18th StSan Francisco, CA 94110",(415) 436-9387,Yes,No,No,Street,No,Yes,No,Yes,Yes,No,"Breakfast, Lunch",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Yes,
2275,Thanh Tam II,"#2,276 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,Vietnamese,+1 415-252-1190,4.5 of 5 bubbles,4.5 of 5 bubbles,5 of 5 bubbles,3 of 5 bubbles,,,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:30 pm,11:00 am - 10:30 pm,11:00 am - 10:00 pm,"577 Valencia St,San Francisco, CA 94110-1114","Address:577 Valencia St,San Francisco, CA 94110-1114Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-252-1190trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",734,Thanh Tam II,https://www.yelp.com/ /biz/thanh-tam-ii-san-francisco,Vietnamese,Under $10,3.5 star rating,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,"577 Valencia StSan Francisco, CA 94110",(415) 252-1190,Yes,Yes,No,Street,Yes,No,No,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Yes,
2276,Rolling-Out,"#2,277 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,,+1 415-513-6054,4 of 5 bubbles,4 of 5 bubbles,5 of 5 bubbles,,,,7:00 am - 8:00 pm,,7:00 am - 8:00 pm,7:00 am - 8:00 pm,7:00 am - 9:00 pm,7:00 am - 9:00 pm,8:00 am - 8:00 pm,"1722 Taraval St,San Francisco, CA 94116-2307","Address:1722 Taraval St,San Francisco, CA 94116-2307Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-513-6054trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",385,Rolling Out,https://www.yelp.com/ /biz/rolling-out-san-francisco,"Bakeries,Cafes,Coffee & Tea",Under $10,4.0 star rating,7:00 am-6:00 pm,Closed,7:00 am-6:00 pm,7:00 am-6:00 pm,7:00 am-7:00 pm,7:00 am-7:00 pm,8:00 am-6:00 pm,"1722 Taraval StSan Francisco, CA 94116",(415) 513-6054,Yes,Yes,No,Street,Yes,No,Free,Yes,No,No,"Breakfast, Brunch, Lunch",Yes,Yes,Casual,Casual,Quiet,No,No,No,
2277,Warakubune Sushi Restaurant,"#2,278 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"Sushi,Japanese,Asian",+1 415-252-8383,5 of 5 bubbles,4.5 of 5 bubbles,5 of 5 bubbles,4.5 of 5 bubbles,$22,,,,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 9:30 pm,"307 Church St,San Francisco, CA 94114-1718","Address:307 Church St,San Francisco, CA 94114-1718Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;The CastroNeighborhood: The CastroPhone Number:+1 415-252-8383trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1150,Warakubune Sushi,https://www.yelp.com/ /biz/warakubune-sushi-san-francisco,Conveyor Belt Sushi,$11-30,4.0 star rating,Closed,Closed,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-10:00 pm,5:30 pm-9:30 pm,"307 Church StSan Francisco, CA 94114",(415) 252-8383,Yes,Yes,,Street,Yes,No,No,No,No,No,Dinner,No,No,Casual,Casual,Average,Beer & Wine Only,No,Yes,
2280,Old Jerusalem Restaurant,"#2,281 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Lebanese,Mediterranean,Middle Eastern",+1 415-642-5958,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,"Takeout, Seating, Waitstaff",,12:00 pm - 10:00 pm,12:00 pm - 10:00 pm,12:00 pm - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,12:00 pm - 9:00 pm,"2976 Mission St,San Francisco, CA 94110-3918","Address:2976 Mission St,San Francisco, CA 94110-3918Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-642-5958trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",990,Old Jerusalem Restaurant,https://www.yelp.com/ /biz/old-jerusalem-restaurant-san-francisco,"Middle Eastern,Mediterranean,Arabian",$11-30,4.0 star rating,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-10:00 pm,12:00 pm-9:00 pm,"2976 Mission StSan Francisco, CA 94110",(415) 642-5958,Yes,Yes,No,Street,Yes,No,Free,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,No,No,Yes,
2281,Cafe Venue,"#2,282 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,,"Cafe,American",+1 415-989-1144,4.5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,3.5 of 5 bubbles,,"Takeout, Seating",5:30 am - 3:30 pm,5:30 am - 3:30 pm,5:30 am - 3:30 pm,5:30 am - 3:30 pm,5:30 am - 3:30 pm,,,"218 Montgomery Street,San Francisco, CA","Address:218 Montgomery Street,San Francisco, CALocation:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Financial DistrictNeighborhood: Financial DistrictPhone Number:+1 415-989-1144trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",738,Cafe Venue,https://www.yelp.com/ /biz/cafe-venue-san-francisco-6,"Sandwiches,Coffee & Tea,Juice Bars & Smoothies",Under $10,4.0 star rating,5:30 am-3:30 pm,5:30 am-3:30 pm,5:30 am-3:30 pm,5:30 am-3:30 pm,5:30 am-3:30 pm,Closed,Closed,"218 Montgomery StSan Francisco, CA 94104",(415) 989-1144,Yes,Yes,No,Street,Yes,No,Free,Yes,No,Yes,Lunch,Yes,Yes,Casual,Casual,Average,No,No,No,
2289,Okane,"#2,290 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Japanese,Sushi",+1 415-865-0633,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,,,Reservations,11:00 am - 2:00 pm,11:00 am - 2:00 pm,11:00 am - 2:00 pm,11:00 am - 2:00 pm,11:00 am - 2:00 pm,5:30 pm - 12:00 am,,"669 Townsend St,San Francisco, CA 94103-4907","Address:669 Townsend St,San Francisco, CA 94103-4907Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;SoMaNeighborhood: SoMaPhone Number:+1 415-865-0633trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",2234,Omakase,https://www.yelp.com/ /biz/omakase-san-francisco,"Sushi Bars,Japanese",Above $61,4.5 star rating,5:00 pm-9:30 pm,5:00 pm-9:30 pm,5:00 pm-9:30 pm,5:00 pm-9:30 pm,5:00 pm-9:30 pm,5:00 pm-9:30 pm,5:00 pm-9:30 pm,"665 Townsend StSan Francisco, CA 94103",(415) 865-0633,No,Yes,No,Street,Yes,No,No,No,Yes,No,Dinner,No,No,Casual,Trendy,Quiet,Beer & Wine Only,No,Yes,
229,Cha Cha Cha,"#230 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$$ - $$$,"Latin,Caribbean,Cuban",+1 415-386-7670,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,$30,"Takeout, Seating, Waitstaff, Serves Alcohol, Full Bar",11:30 am - 4:00 pm,11:30 am - 4:00 pm,11:30 am - 4:00 pm,11:30 am - 4:00 pm,11:30 am - 4:00 pm,11:30 am - 4:00 pm,11:30 am - 4:00 pm,"1801 Haight St,San Francisco, CA 94117-2711","Address:1801 Haight St,San Francisco, CA 94117-2711Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Haight-AshburyNeighborhood: Haight-AshburyPhone Number:+1 415-386-7670trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1175,Cha Cha Cha,https://www.yelp.com/ /biz/cha-cha-cha-san-francisco-4,"Tapas Bars,Latin American",$11-30,4.0 star rating,11:30 am-11:00 pm,11:30 am-11:00 pm,11:30 am-11:00 pm,11:30 am-11:00 pm,11:30 am-11:30 pm,11:30 am-11:30 pm,11:30 am-11:00 pm,"1801 Haight StSan Francisco, CA 94117",(415) 386-7670,Yes,Yes,No,Street,Yes,No,No,Yes,No,No,Dinner,No,Yes,Casual,Casual,Loud,Beer & Wine Only,No,Yes,
2299,Cordon BLEU Vietnamese Restaurant,"#2,300 of 4,344 Restaurants in San Francisco",4 of 5 bubbles,$,"Asian,Vietnamese",+1 415-673-5637,4.5 of 5 bubbles,4 of 5 bubbles,5 of 5 bubbles,3 of 5 bubbles,$8,"Takeout, Seating",,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,4:00 pm - 10:00 pm,"1574 California St,San Francisco, CA 94109-4708","Address:1574 California St,San Francisco, CA 94109-4708Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Nob HillNeighborhood: Nob HillPhone Number:+1 415-673-5637trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",229,Cordon Bleu,https://www.yelp.com/ /biz/cordon-bleu-san-francisco,"Vietnamese,Asian Fusion",Under $10,4.0 star rating,Closed,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,11:30 am-10:00 pm,4:00 pm-10:00 pm,"1574 California StSan Francisco, CA 94109",(415) 673-5637,Yes,No,No,Street,Yes,No,No,No,No,No,"Lunch, Dinner",No,No,Casual,Divey,Average,No,No,Yes,
23,La Taqueria,"#24 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$,"Mexican,Latin,Fast Food, Central American,South American",+1 415-285-7117,4.5 of 5 bubbles,4 of 5 bubbles,4.5 of 5 bubbles,3.5 of 5 bubbles,$20,"Takeout, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol",11:00 am - 9:00 pm,11:00 am - 9:00 pm,11:00 am - 9:00 pm,11:00 am - 9:00 pm,11:00 am - 9:00 pm,11:00 am - 9:00 pm,11:00 am - 8:00 pm,"2889 Mission St,San Francisco, CA 94110-3907","Address:2889 Mission St,San Francisco, CA 94110-3907Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Mission DistrictNeighborhood: Mission DistrictPhone Number:+1 415-285-7117trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",78,La Taqueria,https://www.yelp.com/ /biz/la-taqueria-san-francisco-2,Mexican,Under $10,4.0 star rating,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-9:00 pm,11:00 am-8:00 pm,"2889 Mission StSan Francisco, CA 94110",(415) 285-7117,Yes,No,No,Street,Yes,Yes,No,No,No,No,"Lunch, Dinner",Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,
230,Isa,"#231 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,$$ - $$$,"French,Spanish",+1 415-567-9588,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,4 of 5 bubbles,$31 -$40,"Outdoor Seating, Waitstaff, Serves Alcohol, Full Bar, Reservations, Seating",,5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,5:30 pm - 9:30 pm,5:30 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 9:00 pm,"3324 Steiner St,San Francisco, CA 94123-2707","Address:3324 Steiner St,San Francisco, CA 94123-2707(Chestnut)Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San Francisco>&nbsp;&gt;&nbsp;Marina DistrictNeighborhood: Marina DistrictPhone Number:+1 415-567-9588trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1297,Isa Restaurant,http://www.yelp.com/ /biz/isa-restaurant-san-francisco,"French,Gluten-Free,Venues & Event Spaces",$31-60,4.0 star rating,Closed,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-10:00 pm,5:00 pm-10:00 pm,5:00 pm-9:00 pm,"3324 Steiner StSan Francisco, CA 94123",(415) 567-9588,Yes,Yes,No,Street,Yes,Yes,No,No,Yes,No,Dinner,No,Yes,Casual,Romantic,Average,Beer & Wine Only,No,Yes,
2313,Valley Tavern,"#2,314 of 4,344 Restaurants in San Francisco",4.5 of 5 bubbles,,Pub,+1 415-285-0674,,5 of 5 bubbles,4 of 5 bubbles,4 of 5 bubbles,,,1:00 pm - 2:00 am,1:00 pm - 2:00 am,1:00 pm - 2:00 am,1:00 pm - 2:00 am,12:00 pm - 2:00 am,11:00 am - 2:00 am,11:00 am - 2:00 am,"4054 24th St,San Francisco, CA 94114-3716","Address:4054 24th St,San Francisco, CA 94114-3716Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-285-0674trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1172,Valley Tavern,https://www.yelp.com/ /biz/valley-tavern-san-francisco,"Pubs,Sports Bars",Moderate,4.0 star rating,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,12:00 pm-2:00 am,9:00 am-2:00 am,9:00 am-2:00 am,"4054 24th StSan Francisco, CA 94114",(415) 285-0674,,Yes,No,Street,Yes,Yes,,,Yes,,,,Yes,,Casual,Average,Full Bar,Yes,,
2316,Old Skool Cafe,"#2,317 of 4,344 Restaurants in San Francisco",5 of 5 bubbles,$$ - $$$,"American,International",+1 415-822-8531,4.5 of 5 bubbles,4.5 of 5 bubbles,4.5 of 5 bubbles,5 of 5 bubbles,$5 -$12,"Reservations, Seating, Waitstaff",,,,5:30 pm - 9:00 pm,5:30 pm - 9:00 pm,5:30 pm - 9:00 pm,,"1429 Mendell St,San Francisco, CA 94124-2315","Address:1429 Mendell St,San Francisco, CA 94124-2315(Oakdale)Public Transportation:T 23, 24, 44, 54Location:United States&nbsp;&gt;&nbsp; California (CA)&nbsp;&gt;&nbsp; San FranciscoPhone Number:+1 415-822-8531trkP:waypoint_for_poiPLACEMENT waypoint_for_poietk",1034,Old Skool Cafe,https://www.yelp.com/ /biz/old-skool-cafe-san-francisco,"Soul Food,American (Traditional)",$11-30,4.5 star rating,Closed,Closed,Closed,5:30 pm-9:30 pm,5:30 pm-9:30 pm,5:30 pm-9:30 pm,Closed,"1429 Mendell StSan Francisco, CA 94124",(415) 822-8531,Yes,Yes,Yes,Street,Yes,No,No,Yes,Yes,No,Dinner,Yes,Yes,Casual,Classy,Average,Beer & Wine Only,No,Yes,
